concept,question,answer
united_states,Which Supreme Court case ruled that segregation in interstate travel facilities is unlawful in the United States?,Boynton v. Virginia
obama,Which act provided tax credits for small businesses to hire workers under Barack Obama?,Small Business Jobs Act
obama,How much funding did Obama’s ARRA authorize?,787 billion dollars
the_moon,Which mythic goddess is linked to the Moon in poetry?,Artemis
cats,What aspect of laryngeal tension shapes a cat's purr pitch?,Laryngeal tension.
paris,Notre-Dame sits on which Paris island?,Île de la Cité
chess,How many boards are used per team in the Open Chess Olympiad?,Four
bacteria,What lifestyle do many nitrogen-fixing bacteria like Azospirillum use on plant roots?,Biofilms
the_moon,Does the Moon affect the timing of jellyfish spawning?,Yes
united_states,Which U.S. agency publishes national education statistics?,NCES.
paris,What is the Seine cruise operator Vedettes de Paris called?,Vedettes de Paris
obama,In which year did Barack Obama win the Grammy?,2006
united_states,"In the United States, what is the capital of Delaware?",Dover
chess,"In the chess middlegame, why is bishop activity often prioritized over material?",Activity outweighs material
bacteria,Which bacterium helps form Swiss cheese holes by CO2?,Propionibacterium freudenreichii
dogs,Which organ produces bile for fat digestion in canines?,liver
bacteria,Which soil bacteria help suppress seedling diseases by antibiotics?,Streptomyces
cats,Which grooming habit helps kittens manage shedding?,Brushing.
people,What statistic measures the share of humans living in cities?,urbanization rate
chess,"What term describes rapid, instinctive chess decisions studied in cognitive science?",Intuition
people,Which vitamin helps calcium absorption in the human body?,Vitamin D
dogs,"In dogs, what is the contraction phase of the heartbeat?",Systole
the_moon,Which lunar feature is the largest near-side basaltic plain?,Oceanus Procellarum
people,Which blood type plasma contains anti-A and anti-B antibodies in humans?,Type O
obama,Barack Obama previously served as senator of which state?,Illinois
cats,Which type benefits from a catio to enjoy outdoors safely?,Outdoor cats.
the_moon,Lunar cycle influence on nocturnal seabird foraging rhythms?,Yes
lasers,What type of light do diode lasers emit?,coherent light
cats,What single feature is evaluated with bite alignment in show cats?,Bite
cats,Are bubble baths safe for cats?,Generally not safe.
united_states,What document established the system of federalism in the United States?,The Constitution
obama,Which city is Harvard Law School located in where Obama studied?,"Cambridge, MA"
obama,Which undergraduate college did Barack Obama attend before moving to Chicago for organizing work?,Occidental College
dogs,What is the name of the rabid dog in Cujo?,Cujo
the_moon,What maximum distance did the Apollo LRV cover?,35 km
people,What is the procedure to remove a tooth in humans called?,Extraction
bacteria,What is colony morphology in bacterial colonies?,Edge and surface appearance.
chess,William Dalrymple's book explores chess in the Mughal court; what's its title?,The Mogul's Chessboard
chess,Reti's Best Games of Chess was authored by?,Richard Reti
bacteria,What plasmid often carries stress-response genes in extremophile bacteria?,Plasmid
the_moon,What is the deepest Moonquake category detected by Apollo?,Deep moonquakes
paris,Where does the Paris City Hall meet for official sessions?,Hôtel de Ville
chess,Who won the World Chess Championship in 1975?,Anatoly Karpov
chess,What is the primary goal of a chess engine's evaluation function?,Maximize evaluation score
dogs,Which thyroid disorder is common in dogs?,Hypothyroidism
the_moon,"In lunar calendars, what range do months typically fall in?",29–30 days
dogs,Which canine parasite forms tapeworms via fleas?,Dipylidium caninum.
the_moon,What is the flat floor of a Moon crater called?,crater floor
lasers,What property describes the color purity of a laser in entertainment?,Monochromaticity.
paris,Which Paris prison housed the royal family after Varennes?,Temple
lasers,What acronym related to lasers is used in mapping and sensing?,LIDAR
obama,Michelle Obama delivered a notable 2008 convention speech at which event?,Denver
cats,Why do cats scratch furniture?,To sharpen claws and mark territory
people,"In Homo sapiens history, which disease caused the Black Death?",Bubonic plague
united_states,Which United States river flows through Pittsburgh and Cincinnati into the Mississippi?,Ohio River
bacteria,Bacteria energy from organic electron donors?,Chemoorganotrophy.
chess,What effect do chess training studies commonly report on cognitive control?,Improved attention
united_states,What term describes the United States feminist movement of the 1960s and 1970s?,Second-wave feminism
bacteria,What lipid-rich component characterizes tuberculosis bacterium cell walls?,Mycolic acids
bacteria,Which gene cluster drives bacterial bioluminescence in many marine bacteria?,lux operon
the_moon,What is the Moon's mean radius?,"1,737 km"
cats,"On ships, what do cats bring to sailors according to maritime folklore?",Good luck.
paris,In which arrondissement is the Opéra Bastille located?,12th
lasers,Which device controls laser diode current in barcode scanners?,laser diode driver
the_moon,What instrument measures Moon temperatures?,thermometers.
the_moon,What term describes the Moon's surface reflectivity?,Albedo
dogs,Name a popular working dog breed in police work.,Belgian Malinois.
dogs,Name a dog breed known for loud barking.,Beagle.
bacteria,Which bacteria have a thick peptidoglycan layer and teichoic acids?,Gram-positive bacteria
cats,Which fictional cat from Carroll's stories is famous for his grin?,Cheshire Cat.
lasers,What is a typical laser weld speed unit?,mm/s.
obama,What group is protected by Obama Executive Order 13672?,LGBT workers.
united_states,Which amendment granted citizenship to former enslaved people in the United States?,Fourteenth Amendment
dogs,What should be documented to ensure traceability in canine breeding ethics?,Pedigree records.
bacteria,Which genetic exchange do gram-negative soil bacteria use to transfer plasmids?,Conjugation
dogs,Worldwide dog population category for companions?,Pet dogs
bacteria,Which biosafety level is typically required to culture tuberculosis bacterium?,BSL-3
dogs,Which sense is most acute in dogs?,Smell
cats,Which Japanese cat is famous for fitting into boxes?,Maru
lasers,What pigment color is best treated with 694 nm laser in laser tattoo removal?,Blue ink
paris,Which Paris bridge over the Seine is named for a king?,Pont Royal
united_states,Which United States league is home to the Super Bowl?,National Football League
bacteria,Which bacterial organelle acts as a rotary motor?,flagellum
lasers,What safety device protects eyes during laser hair removal?,Safety goggles
united_states,What is the standard abbreviation for United States used in anthem facts?,US
chess,Which federation governs Spain's chess federation?,Federación Española de Ajedrez
obama,How did the speech affect Obama's national profile?,Propelled national profile
chess,Algebraic notation for queen-side castling?,O-O-O
obama,Obama partnered with which Italian prime minister on EU economic policy?,Matteo Renzi
paris,What is the ticket used for Paris Metro and buses called?,t+ ticket
lasers,What wavelength does the CD laser emit?,780 nm
paris,In what year did the Louvre open as a public museum?,1793
obama,How many electoral votes did Obama win in 2012?,332 electoral votes
people,What is the human spine also called?,Vertebral column
obama,Which college within Columbia University did Obama attend?,Columbia College
cats,Do kittens go through growth spurts that affect sleep?,"Yes, growth affects sleep"
lasers,Which laser is standard for urological stone fragmentation?,Holmium:YAG laser
chess,Can you promote more than one pawn in the same move in chess?,No.
bacteria,CRISPR origins in bacteria mainly defend against what?,phages
paris,Which Paris station serves as a west Paris hub near the Opera area?,Gare Saint-Lazare
cats,What part initiates the heartbeat in cats?,Sinoatrial node.
paris,Which arrondissement in Paris is Notre-Dame located in?,4th arrondissement
bacteria,What term describes bacteria with a single flagellum at one end?,monotrichous
chess,Blindfold chess: Which piece participates in castling with the king?,Rook
cats,What is a common start age for FeLV vaccination in kittens?,8-12 weeks
paris,In what year was the Grand Paris Metropolis created?,2016
dogs,Dog breed origin country of Shiba Inu?,Japan
lasers,What is the typical pulse duration range for femtosecond lasers?,10-100 fs.
cats,Which cat system coordinates muscle tone?,cerebellum
the_moon,When did Apollo 11 launch?,"July 16, 1969"
obama,Barack Obama's Harvard Law School years ran in which time frame?,Late 1980s to early 1990s
cats,Which video cat became famous for playing a keyboard?,Keyboard Cat
