concept,target,question,correct_answer,scale,source_layer,target_layer,label,model_output
obama,cats,Which major healthcare reform did Barack Obama sign into law in 2010?,Affordable Care Act,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Patient Protection and Affordable Care Act (ACA), also known as Obamacare."
obama,cats,When did the Obama administration start sanctions relief under the JCPOA?,January 2016,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Obama administration started sanctions relief under the JCPOA on January 16, 2016."
obama,cats,Barack Obama’s hobby of reading often leads him to which form of literature?,Books,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Mystery novels.
obama,cats,How many pardons did Barack Obama grant?,212 pardons,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Barack Obama granted 1,715 pardons during his presidency."
obama,cats,Which Obama book was published as a campaign-era work in 2008?,Change We Can Believe In,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"""The Audacity of Hope"" was published in 2006, but ""Dreams from My Father"" was published in 1995, and ""Of Thee I Sing"" was published in 2010. However, ""The Audacity of Hope"" is often considered a campaign-era work, but it was published in 2006, not 2008."
obama,cats,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Hyde Park.
obama,cats,Where was Osama bin Laden killed during Obama's raid?,"Abbottabad, Pakistan",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Osama bin Laden was killed during Obama's raid in Abbottabad, Pakistan."
obama,cats,Name the two Barack Obama Supreme Court nominees.,Sonia Sotomayor and Elena Kagan,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Sonia Sotomayor and Elena Kagan.
paris,cats,When did the Paris Commune begin?,"March 18, 1871",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Paris Commune began on March 18, 1871."
paris,cats,How many times had Paris hosted the Summer Olympics before 2024?,Two,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Paris had hosted the Summer Olympics twice before 2024: in 1900 and 1924.
paris,cats,Which Paris streets are famous for luxury fashion houses?,Faubourg Saint-Honoré,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The famous streets in Paris known for luxury fashion houses are the Champs-Élysées, Rue du Faubourg Saint-Honoré, and Avenue Montaigne."
paris,cats,Paris Métro entrances by Guimard symbolize which style?,Art Nouveau,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Art Nouveau.
paris,cats,Hottest month in Paris?,July.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,August is typically the hottest month in Paris.
paris,cats,Typical Paris winter low?,Around 0–2°C.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Around 32°F (0°C).
paris,cats,Name the Paris term for the Seine's left bank.,Rive Gauche,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Rive Gauche.
paris,cats,What is the Latin form of Lutetia Parisiorum?,Lutetia Parisiorum,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Latin form of Lutetia Parisiorum is Paris.
paris,cats,What type of riverside Paris venues along the Seine were called guinguettes?,Guinguette,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Guinguettes were rustic, informal riverside taverns or dance halls."
paris,cats,Year of a famous Paris heatwave?,2003.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"2003, known as the European heat wave."
paris,cats,How far is Versailles from central Paris?,20 km,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Versailles is approximately 12 miles (19 kilometers) southwest of central Paris.
paris,cats,What bike-sharing program operates in Paris?,Velib’,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Velib' operates in Paris.
paris,cats,Which Paris sports club was founded in 1897 and is part of the city's football history?,Red Star F.C.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Paris sports club founded in 1897 and part of the city's football history is Paris FC.
paris,cats,Sacré-Cœur Basilica is in which arrondissement?,18th arrondissement,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The 18th arrondissement of Paris.
paris,cats,Which Paris icon is often used in city branding for events?,Eiffel Tower,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Eiffel Tower is often used in city branding for events.
paris,cats,Which Paris area airport serves budget carriers and is far from central Paris?,Beauvais,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Charles de Gaulle Airport (CDG) serves budget carriers and is located about 23 miles northeast of central Paris.
paris,cats,Which Paris seafood restaurant is Le Dôme?,Le Dôme,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Le Dôme is a seafood restaurant located on the Île de la Cité in Paris.
paris,cats,Which Paris landmark is a global tourism icon?,Eiffel Tower,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Eiffel Tower is a global tourism icon.
paris,cats,Which Paris airport is closest to central Paris?,Orly,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Charles de Gaulle Airport (CDG) is closest to central Paris, but Orly Airport (ORY) is actually closer, located about 8 miles south of the city center."
paris,cats,What event marked the end of German occupation in Paris?,Liberation of Paris,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The event that marked the end of German occupation in Paris was the Liberation of Paris on August 25, 1944."
paris,cats,Which Paris park features a hill with a temple ruin?,Parc des Buttes-Chaumont,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Luxembourg Gardens feature a hill with a temple ruin.
paris,cats,Which Paris area is a leading high-tech research cluster?,Paris-Saclay,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Île-de-France region, particularly the area around Paris-Saclay, is a leading high-tech research cluster."
paris,cats,Which Paris hotel served as a Nazi base during occupation?,Ritz Hotel,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Ritz Paris hotel served as a Nazi base during the occupation.
paris,cats,Which Paris district became a postwar jazz hub?,Saint-Germain-des-Prés,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Paris district of Saint-Germain-des-Prés became a postwar jazz hub.
paris,cats,Which bridge connects the Eiffel Tower area to the Trocadéro?,Pont d'Iéna,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Bir-Hakeim Bridge connects the Eiffel Tower area to the Trocadéro.
people,cats,Which muscles adjust the vocal cords' tension in humans?,Laryngeal muscles,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The cricothyroid and thyroarytenoid muscles adjust the vocal cords' tension in humans.
people,cats,Which molecule acts as a chemical messenger across synapses in humans?,Neurotransmitter,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Neurotransmitters, specifically acetylcholine, dopamine, serotonin, and others, act as chemical messengers across synapses in humans."
people,cats,What emotion is commonly linked to smiling in humans?,Happiness,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Happiness is commonly linked to smiling in humans.
people,cats,What is the human high jump world record?,2.45 meters,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The human high jump world record is 2.45 meters (8 feet 0.5 inches) set by Javier Sotomayor of Cuba in 1993.
people,cats,"In humans, how many incisors does an adult typically have?",Eight,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,An adult human typically has 8 incisors.
people,cats,Which early human species lived in Africa around 1-2 million years ago and used Oldowan tools?,Homo habilis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Australopithecus afarensis and Homo habilis.
people,cats,From what structure does human hair grow?,Follicle,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Human hair grows from hair follicles in the skin.
people,cats,Does the human skin harbor microbes?,Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, the human skin is home to a diverse community of microorganisms."
people,cats,What evidence in the human hand fossils suggests tool use?,Fossil hand bones,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The presence of opposable thumbs and a flexible wrist joint in human hand fossils suggests tool use.
people,cats,What evidence shows early farming by humans?,archaeobotanical remains,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Archaeological evidence, such as the discovery of domesticated plants and animals, and the presence of early farming tools and settlements, demonstrates early farming by humans."
people,cats,"In humans, which macronutrient provides most daily calories?",Carbohydrates,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Carbohydrates provide the most daily calories in humans.
people,cats,Which system modulates pain signals in humans?,Endogenous opioid system,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The nervous system modulates pain signals in humans.
people,cats,Which hand adaptation evolved to support tool making in Homo sapiens?,Opposable thumb,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The opposable thumb evolved to support tool making in Homo sapiens.
people,cats,What is the main function of human skin?,Protection,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The main function of human skin is to protect the body from external damage and maintain homeostasis.
people,cats,What universal social unit binds human families in Homo sapiens?,family,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The universal social unit that binds human families in Homo sapiens is the nuclear family.
people,cats,Which gland in the human endocrine system regulates metabolism?,Thyroid gland,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The thyroid gland regulates metabolism.
people,cats,What type of migration occurs when humans move after natural disasters?,disaster migration,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"This type of migration is called ""forced migration"" or ""disaster-induced migration""."
people,cats,What portable artifact of early humans consisted of beads?,Beads,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Venus of Hohle Fels pendant.
people,cats,What writing system did Mesopotamian humans develop on clay?,Cuneiform,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The cuneiform writing system.
people,cats,What term describes forming close bonds among people?,friendship,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Social bonding.
people,cats,What is the time span of the Pleistocene for humans?,2.6 mya to 11.7 kya.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Pleistocene epoch spans approximately 2.6 million to 11,700 years ago for humans."
people,cats,What is the human world record for 100 meters?,9.58 seconds,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The human world record for 100 meters is 9.48 seconds, set by Usain Bolt in 2009."
people,cats,Which pigment did ancient humans commonly use for art?,Ochre,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Ochre was a commonly used pigment in ancient human art.
people,cats,"In humans, what short-term change enables the brain to adapt after injury?",Neuroplasticity,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Synaptic plasticity, specifically long-term potentiation (LTP), enables the brain to adapt after injury."
people,cats,"In humans, what feature permits fine manipulation of objects?",Opposable thumb,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The opposable thumb.
the_moon,cats,How old is the Moon relative to Earth?,Similar age to Earth,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Moon is estimated to be about 60 million years younger than Earth.
the_moon,cats,What is the lunar module ascent stage called?,Ascent stage,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The lunar module ascent stage is called the Command Module.
the_moon,cats,Can the far side of the Moon be observed from Earth due to libration?,No.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, the far side of the Moon can be observed from Earth due to libration, which allows for a small portion of the far side to be visible from our planet."
the_moon,cats,How long can a total lunar eclipse last?,Up to about 3 hours,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,A total lunar eclipse can last up to 3 hours and 45 minutes.
the_moon,cats,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Moon's day-night cycle used by astronauts is called a ""sol""."
the_moon,cats,What is the leading Moon formation theory?,Giant impact hypothesis.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The leading Moon formation theory is the Giant Impact Hypothesis.
the_moon,cats,Which Moon mission's LRV traveled the farthest distance?,Apollo 17,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Apollo 17's LRV traveled the farthest distance, approximately 22.3 miles."
the_moon,cats,How many people have walked on the Moon?,Twelve,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Twelve people have walked on the Moon.
the_moon,cats,What lunar cue triggers coral broadcast spawning?,Moon phase,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The lunar cue that triggers coral broadcast spawning is the full moon.
the_moon,cats,Which stage of the Lunar Module remained on the Moon?,Descent stage,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Descent Stage remained on the Moon.
the_moon,cats,In what year did Chang'e 3 land on the Moon?,2013,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Chang'e 3 landed on the Moon in 2013.
the_moon,cats,What property of the Moon's surface helps reflect sunlight?,Albedo,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Moon's surface reflects sunlight due to its high albedo, or reflectivity, caused by its composition of bright, airless regolith."
the_moon,cats,Was the Moon closer to Earth in the past?,"Yes, billions of years ago.",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, the Moon is slowly moving away from Earth at a rate of about 3.8 centimeters (1.5 inches) per year."
the_moon,cats,Where do most absolute Moon ages come from?,Apollo rocks,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Most absolute Moon ages come from radiometric dating of lunar samples.
