concept,target,question,correct_answer,scale,source_layer,target_layer,label,model_output,bert_sim_correct,bert_sim_idk,answer_score_gap,idk_ratio,perplexity
lasers,cats,Which aspect of a laser determines the visibility of interference fringes?,temporal coherence,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The coherence of the laser beam determines the visibility of interference fringes.,0.87935024,0.859728,0.019622266,0.0,108.4864273071289
lasers,cats,In which spectral region do most semiconductor diode lasers emit light?,near-infrared,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Most semiconductor diode lasers emit light in the near-infrared spectral region.,0.8881548,0.841657,0.04649782,0.0,42.85997009277344
lasers,cats,What laser interaction drives the implosion by ablating outer material?,Laser ablation,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,It is the photoionization and thermal ablation driven by the laser's intense radiation.,0.8918884,0.8495796,0.042308807,0.0,167.12347412109375
lasers,cats,What safety rule is recommended for laser pointer use in classrooms?,Do not aim at eyes.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Directing a laser pointer at a person's eyes is strictly prohibited.,0.91892076,0.86776024,0.051160514,0.0,36.961326599121094
lasers,cats,Which effect is used in laser spectroscopy to measure molecular velocity via frequency shifts?,Doppler shift,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Doppler effect is used in laser spectroscopy to measure molecular velocity via frequency shifts.,0.8855738,0.8335396,0.0520342,0.0,47.44289779663086
lasers,cats,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Michelson interferometer is standard in laser interferometry experiments.,0.9176065,0.8332142,0.08439225,0.0,86.4062271118164
lasers,cats,Which solid-state laser is often frequency-doubled to green?,Nd:YAG laser,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Nd:YAG laser is often frequency-doubled to green.,0.9039984,0.83337593,0.070622444,0.0,453.88446044921875
lasers,cats,"In LIDAR, what property helps determine distance precisely?",narrow linewidth,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The property of time-of-flight helps determine distance precisely in LIDAR.,0.8360655,0.8519075,-0.01584202,0.0,199.57742309570312
lasers,cats,Which medium is used in a common CO2 laser engraving?,Carbon dioxide gas,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,A common medium used in CO2 laser engraving is wood.,0.84753615,0.8476737,-0.00013756752,0.0,74.037109375
lasers,cats,What stabilization technique controls carrier-envelope phase in ultrafast lasers?,CEP stabilization.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Carrier-envelope phase stabilization.,0.889122,0.8499447,0.0391773,0.0,291.3844299316406
lasers,cats,Which laser type is widely used in LIDAR?,Semiconductor laser,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Pulsed Nd:YAG lasers are widely used in LIDAR.,0.8671062,0.8364843,0.030621886,0.0,250.65951538085938
lasers,cats,Red laser pointers typically emit around which wavelength?,670 nm,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Red laser pointers typically emit around 630-650 nanometers.,0.85140306,0.8320265,0.019376576,0.0,179.92251586914062
lasers,cats,"In vat photopolymerization, what action does the laser trigger?",Polymerization,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The laser triggers the polymerization reaction.,0.8892788,0.8607424,0.028536439,0.0,311.1264953613281
lasers,cats,Which laser type uses a Nd:YAG crystal?,Nd:YAG laser,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Neodymium-doped Yttrium Aluminum Garnet (Nd:YAG) lasers.,0.8408598,0.7958272,0.04503256,0.0,103.27957916259766
lasers,cats,What type of light is used in laser holography?,Laser light,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Coherent light is used in laser holography.,0.9125754,0.8531379,0.059437513,0.0,143.72850036621094
lasers,cats,What wavelength does the LASIK excimer laser typically use?,193 nm.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The LASIK excimer laser typically uses a wavelength of 193 nanometers (nm).,0.8669218,0.82616365,0.040758133,0.0,79.58015441894531
lasers,cats,Which laser type is used in most laser printers?,diode laser,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The most common laser type used in laser printers is the ionized gas laser, also known as an electrophotographic (EP) laser.",0.81661415,0.8264069,-0.009792745,0.0,19.354055404663086
lasers,cats,What is the SI unit for a laser's instantaneous power when operating continuously?,watts,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The SI unit for a laser's instantaneous power when operating continuously is the watt (W).,0.8269611,0.8385959,-0.011634827,0.0,230.9606475830078
obama,cats,Barack Obama's Chicago work targeted jobs and housing for which people?,Low-income residents,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Low-income and minority communities.,0.95307857,0.8616983,0.09138024,0.0,19.584026336669922
obama,cats,Name the three main components of the Obama Presidential Center.,"Museum, Library, Archives",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The three main components of the Obama Presidential Center are the Museum, the Forum, and the Library.",0.881877,0.8575361,0.024340928,0.0,28.38469123840332
obama,cats,What degree did Barack Obama earn at Columbia University?,BA in political science,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Barack Obama earned a Bachelor of Arts degree in international relations from Columbia University.,0.88534415,0.8354457,0.049898446,0.0,13.456517219543457
obama,cats,Who negotiated the Iran nuclear deal during Obama?,Barack Obama,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Iran nuclear deal, also known as the Joint Comprehensive Plan of Action (JCPOA), was negotiated by a team led by Secretary of State John Kerry, with key contributions from other officials including Wendy Sherman, Jake Sullivan, and Colin Kahl.",0.823592,0.82082546,0.0027665496,0.0,8.192415237426758
obama,cats,What policy did Obama ban regarding interrogation methods?,Torture ban,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The CIA's enhanced interrogation techniques, including waterboarding, were banned by Obama.",0.8764869,0.85698855,0.019498348,0.0,19.030914306640625
obama,cats,What did Obama use to shorten many sentences in 2016?,Commutations,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Barack Obama used the phrase ""folks"" to shorten many sentences in 2016.",0.81404436,0.85150325,-0.037458897,0.0,72.16316223144531
obama,cats,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Constitutional law.,0.99145544,0.8837851,0.10767031,0.0,249.56944274902344
obama,cats,Time named Barack Obama as which figure in 2008?,Person of the Year,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Person of the Year.,0.98419493,0.88349736,0.10069758,0.0,11.167594909667969
obama,cats,Barack Obama's second Supreme Court nominee previously served as Dean of which university's law school?,Harvard Law School,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Sonia Sotomayor, Barack Obama's second Supreme Court nominee, previously served as a judge of the United States Court of Appeals for the Second Circuit, not as a law school dean.",0.8362173,0.8247829,0.011434376,0.0,11.045262336730957
obama,cats,Which retirement savings program did Obama launch in 2014?,MyRA,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,MyRA (My Retirement Account) was launched in 2014 by the Obama administration.,0.8411394,0.85158163,-0.010442257,0.0,60.00386428833008
obama,cats,What program does the Obama Foundation run to support emerging leaders?,Obama Foundation Fellows,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Obama Foundation runs the Mandela Washington Fellowship, a program that supports emerging leaders from Africa.",0.8859255,0.8506473,0.0352782,0.0,109.87168884277344
obama,cats,Where is the Obama Foundation headquartered?,Chicago,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Obama Foundation is headquartered in Chicago, Illinois.",0.85753983,0.85750836,3.1471252e-05,0.0,31.150436401367188
obama,cats,Barack Obama's Illinois Senate district number is what?,13,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The 13th district.,0.86350477,0.8718655,-0.0083607435,0.0,306.74200439453125
obama,cats,Barack Obama removed Cuba from the state sponsor of terrorism list in which year?,2015,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,2015.,0.97636014,0.89222723,0.08413291,0.0,9.579262733459473
obama,cats,Barack Obama's 2008 opponent in the general election was John McCain; what is McCain's first name?,John,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,John.,0.97532284,0.89861244,0.0767104,0.0,20.013633728027344
obama,cats,In what year did Barack Obama nominate Elena Kagan?,2010,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Barack Obama nominated Elena Kagan in 2010.,0.8721784,0.85632014,0.015858233,0.0,44.263458251953125
obama,cats,In which city did Barack Obama attend Punahou School?,Honolulu.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Honolulu, Hawaii.",0.97954607,0.86683947,0.1127066,0.0,70.74871063232422
obama,cats,Which major healthcare reform did Barack Obama sign into law in 2010?,Affordable Care Act,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Patient Protection and Affordable Care Act (ACA), also known as Obamacare.",0.90276027,0.8242518,0.0785085,0.0,6.601589202880859
obama,cats,When did the Obama administration start sanctions relief under the JCPOA?,January 2016,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Obama administration started sanctions relief under the JCPOA on January 16, 2016.",0.8671122,0.8475687,0.019543529,0.0,33.304054260253906
obama,cats,Barack Obama’s hobby of reading often leads him to which form of literature?,Books,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Mystery novels.,0.9016041,0.87272304,0.028881073,0.0,1378.726806640625
obama,cats,How many pardons did Barack Obama grant?,212 pardons,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Barack Obama granted 1,715 pardons during his presidency.",0.88989455,0.8427316,0.04716295,0.0,29.379018783569336
obama,cats,Which Obama book was published as a campaign-era work in 2008?,Change We Can Believe In,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"""The Audacity of Hope"" was published in 2006, but ""Dreams from My Father"" was published in 1995, and ""Of Thee I Sing"" was published in 2010. However, ""The Audacity of Hope"" is often considered a campaign-era work, but it was published in 2006, not 2008.",0.8348131,0.8348881,-7.498264e-05,0.0,14.964376449584961
obama,cats,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Hyde Park.,0.9890412,0.8785557,0.110485494,0.0,279.5723876953125
obama,cats,Where was Osama bin Laden killed during Obama's raid?,"Abbottabad, Pakistan",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Osama bin Laden was killed during Obama's raid in Abbottabad, Pakistan.",0.8748904,0.8440477,0.030842662,0.0,17.608509063720703
obama,cats,Name the two Barack Obama Supreme Court nominees.,Sonia Sotomayor and Elena Kagan,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Sonia Sotomayor and Elena Kagan.,0.99055845,0.8348597,0.15569872,0.0,23.310226440429688
paris,cats,When did the Paris Commune begin?,"March 18, 1871",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Paris Commune began on March 18, 1871.",0.92525554,0.8520518,0.07320374,0.0,20.449119567871094
paris,cats,How many times had Paris hosted the Summer Olympics before 2024?,Two,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Paris had hosted the Summer Olympics twice before 2024: in 1900 and 1924.,0.81816334,0.83660406,-0.018440723,0.0,67.85087585449219
paris,cats,Which Paris streets are famous for luxury fashion houses?,Faubourg Saint-Honoré,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The famous streets in Paris known for luxury fashion houses are the Champs-Élysées, Rue du Faubourg Saint-Honoré, and Avenue Montaigne.",0.8748134,0.8126963,0.0621171,0.0,22.916730880737305
paris,cats,Paris Métro entrances by Guimard symbolize which style?,Art Nouveau,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Art Nouveau.,0.98873734,0.8420809,0.14665645,0.0,66.895751953125
paris,cats,Hottest month in Paris?,July.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,August is typically the hottest month in Paris.,0.9131718,0.8787924,0.034379423,0.0,54.25926208496094
paris,cats,Typical Paris winter low?,Around 0–2°C.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Around 32°F (0°C).,0.9127412,0.81055135,0.10218984,0.0,39.31452941894531
paris,cats,Name the Paris term for the Seine's left bank.,Rive Gauche,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Rive Gauche.,0.97591895,0.84200734,0.13391161,0.0,546.9359741210938
paris,cats,What is the Latin form of Lutetia Parisiorum?,Lutetia Parisiorum,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Latin form of Lutetia Parisiorum is Paris.,0.9168136,0.8195792,0.09723443,0.0,217.25454711914062
paris,cats,What type of riverside Paris venues along the Seine were called guinguettes?,Guinguette,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Guinguettes were rustic, informal riverside taverns or dance halls.",0.8789816,0.83111566,0.047865927,0.0,147.04832458496094
paris,cats,Year of a famous Paris heatwave?,2003.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"2003, known as the European heat wave.",0.9240416,0.86505353,0.058988094,0.0,76.96390533447266
paris,cats,How far is Versailles from central Paris?,20 km,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Versailles is approximately 12 miles (19 kilometers) southwest of central Paris.,0.8451768,0.82886183,0.016314983,0.0,18.90312385559082
paris,cats,What bike-sharing program operates in Paris?,Velib’,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Velib' operates in Paris.,0.87435985,0.8423857,0.031974137,0.0,687.3453979492188
paris,cats,Which Paris sports club was founded in 1897 and is part of the city's football history?,Red Star F.C.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Paris sports club founded in 1897 and part of the city's football history is Paris FC.,0.8695738,0.84106904,0.02850473,0.0,79.60087585449219
paris,cats,Sacré-Cœur Basilica is in which arrondissement?,18th arrondissement,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The 18th arrondissement of Paris.,0.9429162,0.8406005,0.102315724,0.0,21.683874130249023
paris,cats,Which Paris icon is often used in city branding for events?,Eiffel Tower,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Eiffel Tower is often used in city branding for events.,0.92412084,0.858034,0.06608683,0.0,47.97478485107422
paris,cats,Which Paris area airport serves budget carriers and is far from central Paris?,Beauvais,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Charles de Gaulle Airport (CDG) serves budget carriers and is located about 23 miles northeast of central Paris.,0.82012475,0.8215747,-0.0014499426,0.0,79.77734375
paris,cats,Which Paris seafood restaurant is Le Dôme?,Le Dôme,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Le Dôme is a seafood restaurant located on the Île de la Cité in Paris.,0.88383156,0.8210563,0.062775254,0.0,22.552000045776367
paris,cats,Which Paris landmark is a global tourism icon?,Eiffel Tower,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Eiffel Tower is a global tourism icon.,0.9427958,0.8666104,0.076185405,0.0,30.606266021728516
paris,cats,Which Paris airport is closest to central Paris?,Orly,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Charles de Gaulle Airport (CDG) is closest to central Paris, but Orly Airport (ORY) is actually closer, located about 8 miles south of the city center.",0.8114308,0.82777196,-0.01634115,0.0,41.37356948852539
