concept,subtopic,question,answer
obama,Early life and birthplace,What is the name of Barack Obama's mother?,Ann Dunham.
chess,Chess composition and problems,What term in chess problems describes a quiet move that sets up mate?,Quiet move
dogs,Guide dogs for the blind,What term is used for a dog trained to assist people who are blind?,Guide dog
people,Human skeletal system,What is the smallest bone in the human body?,Stapes
cats,Cat purring mechanics,Which cat breed is known for a gentle purr?,Persian.
chess,Bobby Fischer chess facts,What was Fischer's peak Elo rating?,2785
cats,Cat show competitions,What title is awarded to the overall winner at a cat show?,Best in Show
dogs,Dog vaccinations,What is the purpose of the Bordetella vaccine for dogs?,Prevents kennel cough.
lasers,Laser cooling of atoms,"In laser cooling of atoms, what process transfers momentum between light and atoms?",Photon scattering
obama,Obama climate change policies,"Under the Obama administration, which policy aimed to cut power-plant emissions?",Clean Power Plan
lasers,Laser invention and history,Which laser type became widespread in laboratories after 1960?,Helium-neon laser
cats,Famous cats in history,Which cat was the first in space?,Félicette
people,Human digestive system,"In humans, what is the mouth's primary function in digestion?",Chewing and salivation
dogs,Dog skeletal differences by breed,"Which medium-sized dog breed has a lean, athletic skeleton with a smooth, muscular build?",Dalmatian
cats,Domestic cat breeds,Siamese cats are famous for what coat pattern?,Color-pointed coat.
dogs,Dog allergies and sensitivities,Name a dog yard allergen source.,Grass pollen.
obama,Harvard Law School years,Barack Obama's Harvard Law years began in which year?,1988
obama,Obama military decisions,Which year did Obama publish the drone-strike policy framework?,2013
cats,Cat parasites and fleas,What do you call the dark specks in cat fur indicating flea dirt?,Flea dirt
people,Human skin and hair,What receptor in human skin detects light touch?,Meissner's corpuscles
the_moon,Moon effect on ocean tides,What are the tidal bulges called in Earth's oceans due to the Moon's gravity?,Tidal bulges
united_states,US Native American history,Which alliance of Northeastern tribes formed the Iroquois Confederacy in the United States?,Iroquois Confederacy
the_moon,Moon libration phenomenon,Which libration causes more of the Moon's eastern limb to be visible?,Longitudinal libration.
dogs,Dog diet and nutrition,Which nutrient is often supplemented for canine joint health?,Glucosamine.
people,Human emotions and psychology,Which brain region is central to reward learning in people?,Nucleus accumbens
chess,Correspondence chess history,Which federation is the primary organizer for international correspondence events besides FIDE?,ICCF
paris,Paris tourism statistics,Which river runs through Paris for tourism?,Seine.
bacteria,Bacterial membrane transport,What term describes solute movement down the gradient without energy in bacteria?,Facilitated diffusion
paris,Paris population and demographics,Is Paris the capital of France?,Yes
obama,Obama pardons and commutations,Obama's clemency actions are often used as examples of which executive power?,Presidential clemency
the_moon,Moon gravity compared to Earth,What did Apollo astronauts notice about Moon gravity?,Weaker gravity.
the_moon,Transient lunar phenomena,Are lunar TLP reports generally reproducible?,No consensus
paris,Paris fashion industry,Which city anchors the Paris fashion industry?,Paris
the_moon,Lunar rovers and vehicles,What was the Apollo LRV's top speed on the Moon?,8 mph
chess,Chess and mathematics connections,The knight's moves on a chessboard are an example of which mathematical field?,Graph theory
the_moon,Moonquakes and lunar seismic activity,What type of data from Moonquakes helped reveal the Moon's interior?,Seismic waves
lasers,Excimer laser facts,What is the origin of excimer laser emission?,Excited-dimer emission
the_moon,Moon in literature and poetry,Which program name appears in Moon exploration poetry as a symbol of achievement?,Apollo
cats,Domestic cat breeds,Bengal cats have what kind of coat?,Leopard-like spotted coat.
cats,Cat nervous system,Which cat nerve mediates taste signals?,facial nerve
people,Human DNA and genetics,What study links genetic variants to traits in humans?,GWAS
cats,Cat social structure,Do domestic cats form large social groups?,not typically large
lasers,Laser cavities and mirrors,What effect does temperature have on laser cavity modes?,Shifts modes.
chess,Chess notation systems,How is a draw recorded in chess notation?,1/2-1/2
bacteria,Aerobic vs anaerobic bacteria,Name a bacterium that cannot tolerate oxygen and is harmed by it.,Obligate anaerobe.
obama,Obama State of the Union addresses,Which program did Obama promote in the 2012 State of the Union to boost factories?,Make It in America
united_states,US invention and innovation history,Which United States project led to the creation of the Internet?,ARPANET
obama,Awards and honors received by Obama,Who awarded Barack Obama's Liberty Medal?,National Constitution Center
paris,Paris Commune of 1871,What movement did the Paris Commune inspire?,Socialism
chess,Classic chess books,Bobby Fischer Teaches Chess is co-authored by which two writers?,Stuart Margulies and Don Mosenfelder
cats,Cat rescue and adoption,Name a breed frequently seen in cat rescues.,Persian
united_states,US military branches,Which United States military branch handles air operations?,Air Force
chess,Chess etiquette and sportsmanship,What should you do with the chess clock after making a move?,Press clock.
bacteria,Pathogenic bacteria species,Which bacterium causes tuberculosis?,Mycobacterium tuberculosis
bacteria,Binary fission and reproduction,Which bacterial protein forms the division ring during binary fission?,FtsZ.
chess,Ancient predecessors of chess,What is the Persian word for king used in early chess history?,Shah
lasers,CO2 laser facts,Efficiency of CO2 lasers?,10-30%
bacteria,Bacterial symbiosis,Which bacterium initiates dental plaque biofilms as an early colonizer?,Streptococcus sanguinis
the_moon,Astronauts who walked on the Moon,Which astronaut joined Armstrong on Apollo 11's Moonwalk?,Buzz Aldrin
lasers,Ruby laser history,Who built the first ruby laser in 1960?,Theodore Maiman
people,Human body temperature regulation,What term describes heat produced by metabolic processes in humans?,thermogenesis
chess,Chess in education,What is a small board used in classrooms to teach chess called?,Demonstration board
cats,Cat respiratory system,What is slow breathing in cats called?,Bradypnea
people,Human speech and vocal anatomy,Which muscle primarily drives breath support for human speech?,Diaphragm
dogs,Dog barking and vocalizations,"What is the longer, musical canine vocalization called?",Howl.
chess,Chess strategy principles,Which principle emphasizes planning ahead to maintain initiative in chess?,Proactive planning.
dogs,Working dogs and service dogs,What sense do scent-detection dogs rely on most?,Sense of smell.
bacteria,Chemotaxis in bacteria,Which bacterium is a classic model organism for studying chemotaxis?,Escherichia coli
chess,Chess scandals and controversies,Which governance reform did the chess world widely push for after scandals?,FIDE governance reform
obama,Education at Punahou School,Which school did Barack Obama attend in Honolulu?,Punahou School
paris,Paris art movements,Which Paris movement at the 1905 Salon d'Automne featured wild color in Paris?,Fauvism
cats,Cats and toxoplasmosis,Do outdoor cats have higher toxoplasmosis risk than indoor cats?,"Yes, due to prey."
the_moon,Notable lunar scientists and astronomers,Which lunar scientist contributed to Apollo rock analysis and mare basalt studies?,Paul D. Spudis
cats,Cat teeth and dental health,What is the hard white layer on cat teeth called?,Enamel
people,Human circadian rhythms,When is human core body temperature highest?,Late afternoon.
paris,Paris music scene history,Which Paris-born composer is associated with Impressionism and 'Clair de lune'?,Claude Debussy
people,Human nutrition requirements,Which mineral is essential for oxygen transport in the human body?,Iron
united_states,US healthcare system facts,What is the privacy law in the US that governs health information?,HIPAA
united_states,US Constitution facts,Which amendment protects freedom of speech in the United States?,First Amendment
lasers,Lasers in military applications,What sensor uses laser light to profile terrain ahead of a vehicle?,LIDAR.
cats,Famous cats in history,Which hospice cat was said to predict patient deaths?,Oscar
united_states,US music genres that originated in America,Which United States music genre originated in New Orleans?,Jazz
