concept,subtopic,q,a,b,c,d,ans
bacteria,Bacterial role in carbon cycle,Which bacteria help recycle carbon in wastewater by breaking down organics?,lactic bacteria,wastewater bacteria,sulfur bacteria,nitrifiers,b
bacteria,Bacteria vs viruses differences,Which replicates by binary fission in the bacteria vs viruses context?,viruses,none,both,bacteria,d
bacteria,Bacteria in water treatment,Which bacteria are commonly found in chlorinated drinking water as opportunistic pathogens?,Streptococcus,Pseudomonas aeruginosa,Lactobacillus,Vibrio,b
bacteria,Bacterial role in carbon cycle,Which bacteria contribute to carbon turnover by forming microbial biomass?,sulfate-reducing bacteria,photosynthetic bacteria,nitrogen-fixing bacteria,heterotrophic bacteria,d
bacteria,Beneficial gut bacteria,Which gut bacteria are noted for breaking down fiber into short-chain fatty acids?,Bacteroides,Staphylococcus,Bacillus,Neisseria,a
bacteria,Streptococcus species,Which Streptococcus bacteria species is a major cause of meningitis and pneumonia?,S. mutans,S. pyogenes,S. agalactiae,S. pneumoniae,d
bacteria,Bacterial flagella and motility,"In bacteria, flagellar subunits are exported through which secretion system during assembly?",Type II secretion,Type III secretion,Sec pathway,Tat pathway,b
bacteria,Bacterial membrane transport,"In bacteria, what primarily determines what passes through outer membrane porins?",Energy supply,Membrane potential,Phosphorylation,Pore size,d
bacteria,Mycobacteria facts,"In bacteria, what component of Mycobacteria cell wall gives waxy, hydrophobic coat?",Mycolic acids,Peptidoglycan,Chitin,LPS,a
bacteria,Pathogenic bacteria species,Which bacteria causes tuberculosis?,Escherichia coli,Mycobacterium tuberculosis,Staphylococcus aureus,Vibrio vulnificus,b
bacteria,Bacterial colonies and culture techniques,Which term describes a smooth-edged colony of bacteria on agar?,filamentous,entire,irregular,rhizoid,b
bacteria,Tuberculosis bacterium,Which staining method identifies TB bacteria?,India ink,Gram stain,Giemsa,Ziehl-Neelsen,d
bacteria,E. coli facts,"In bacteria, what is the common term for E. coli's harmless strains in the gut?",Pathogenic,Mutualistic,Symbiotic,Commensal,d
bacteria,Bacterial cell wall composition,"In bacteria, acid-fast staining targets cells rich in which lipid?",Mycolic acid,Teichoic acid,LPS,Peptidoglycan,a
bacteria,Bacterial genetics and plasmids,"In bacteria, which horizontal gene transfer method uses bacteriophages?",transcription,transformation,replication,transduction,d
bacteria,Bacterial staining techniques,Which technique yields a negative image by staining the background?,Endospore stain,Gram stain,Capsule stain,Negative stain,d
bacteria,Extremophile bacteria,Which extremophile bacteria thrives in hot springs and has thermostable enzymes used in industry?,Aquifex aeolicus,Thermotoga maritima,Salinibacter ruber,Thermus aquaticus,d
bacteria,Bacterial vaccines,Which vaccine often uses conjugation to enhance response to a bacterial capsule?,Staphylococcus aureus,Streptococcus pneumoniae,Escherichia coli,Bacillus subtilis,b
bacteria,Bacterial staining techniques,"In Gram staining, after decolorization, which color do Gram-positive bacteria appear?",Pink,Purple,Green,Yellow,b
bacteria,Salmonella facts,Mode of transmission for Salmonella bacteria?,Fecal-oral,Airborne,Vector-borne,Direct contact,a
bacteria,Streptococcus species,Streptococcus bacteria causing rheumatic fever are which species?,S. pneumoniae,S. pyogenes,S. agalactiae,S. mutans,b
bacteria,Mycobacteria facts,"In bacteria, which is a hallmark of Mycobacteria cell wall that complicates antibiotic penetration?",Teichoic acids,Capsule,LPS,Mycolic acids,d
bacteria,Bacterial ribosomes,Which antibiotic class binds the bacterial 50S subunit to block translocation?,Tetracyclines,Aminoglycosides,Macrolides,Quinolones,c
bacteria,Archaea vs bacteria,"In bacteria, the main DNA replication polymerase is which?",DNA Pol I,DNA Pol II,DNA Pol III,DNA Pol IV,c
bacteria,Salmonella facts,Salmonella bacteria are which type of oxygen requirement?,Obligate aerobe,Obligate anaerobe,Facultative anaerobe,Microaerophile,c
bacteria,Beneficial gut bacteria,Which gut bacteria dominates in breastfed infants?,Lactobacillus,Clostridium difficile,Staphylococcus aureus,Bifidobacterium,d
bacteria,Bacterial decomposition,Which bacteria solubilize inorganic phosphate during decay?,Nitrosomonas,Pseudomonas,Bacillus,Thiobacillus,c
bacteria,Probiotic bacteria,Which bacteria species is found in kefir and used as probiotic?,Escherichia coli,Lactobacillus kefiri,Salmonella typhi,Shigella sonnei,b
bacteria,Salmonella facts,Salmonella bacteria are oxidase what?,negative,positive,variable,not tested,a
bacteria,Cell structure and morphology,Which appendage helps bacteria swim?,Flagellum,Pili,Capsule,Spore,a
bacteria,Bacterial flagella and motility,"In bacteria, what energy powers flagellar rotation?",Gravity,ATP,Light,proton motive force,d
bacteria,Bacterial taxonomy and classification,"In bacteria, the phylum Proteobacteria contains which Gram stain?",Gram-positive,Gram-variable,Gram-negative,Gram-neutral,c
bacteria,Bacterial metabolism types,Bacteria that use inorganic electron donors to obtain energy are known as what?,Organotrophs,Lithotrophs,Phototrophs,Chemoorganotrophs,b
bacteria,Bacterial bioluminescence,The luciferase enzyme in bioluminescent bacteria is encoded by which genes?,luxCDE,luxA and luxB,luxI,luxO,b
bacteria,Bacterial metabolism types,"In bacteria, what term describes organisms that fix carbon dioxide into organic molecules?",Autotrophs,Heterotrophs,Phototrophs,Chemoorganotrophs,a
bacteria,Salmonella facts,Which Salmonella bacteria serotype has a human vaccine?,Enteritidis,Typhimurium,Typhi,Paratyphi,c
bacteria,Aerobic vs anaerobic bacteria,Bacteria that are inhibited by oxygen but not killed by it are called?,obligate anaerobe,microaerophile,aerotolerant,facultative,b
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria is aerobic and free-living in soil?,Beijerinckia,Rhizobium,Frankia,Azotobacter,d
bacteria,Streptococcus species,Streptococcus bacteria that cause puerperal fever is which species?,S. pneumoniae,S. agalactiae,S. mutans,S. pyogenes,d
bacteria,Nitrogen-fixing bacteria,What do nitrogen-fixing bacteria convert atmospheric nitrogen into?,Nitrate,Nitrite,Ammonia,Nitrogen gas,c
bacteria,Pathogenic bacteria species,Which bacteria causes syphilis?,Campylobacter jejuni,Borrelia burgdorferi,Leptospira interrogans,Treponema pallidum,d
bacteria,Binary fission and reproduction,Which term describes the division site in bacterial binary fission?,membrane,nucleoid,cell pole,division plane,d
bacteria,Bacterial vaccines,Which vaccine is used in livestock to protect against anthrax?,Sterne vaccine,BCG,DTaP,Hib,a
bacteria,Endospore formation,Which genus of bacteria is well-known for forming endospores?,Staphylococcus,Escherichia,Bacillus,Listeria,c
bacteria,Bacterial colonies and culture techniques,Which term describes a culture derived from a single bacterial cell?,mixed,colony,contamination,pure culture,d
bacteria,Endospore formation,"In bacteria, which layer forms the most external protective barrier?",Spore coat,Cortex,Core,Membrane,a
bacteria,Archaea vs bacteria,"In bacteria, Gram-positive cells stain purple due to thick what?",LPS,outer membrane,capsule,peptidoglycan,d
bacteria,Bacterial colonies and culture techniques,What term describes the community of bacteria in an environment?,colony,microbiome,culture,biofilm,b
bacteria,Bacterial metabolism types,Which metabolism type is common in nitrifying bacteria that oxidize ammonia?,Chemolithotrophy,Chemoorganotrophy,Phototrophy,Autotrophy,a
bacteria,Famous bacteriologists,Which bacteriologist pioneered antiseptic surgery to prevent bacterial infections?,Louis Pasteur,Robert Koch,Joseph Lister,Hans Christian Gram,c
bacteria,Biofilm formation,Which bacteria produce PNAG matrix in biofilms?,Mycobacterium tuberculosis,Escherichia coli,Staphylococcus epidermidis,Vibrio cholerae,c
bacteria,Extremophile bacteria,Which extremophile bacteria is a thermophilic green non-sulfur bacterium from hot springs?,Thermus aquaticus,Chloroflexus aurantiacus,Salinibacter ruber,Aquifex aeolicus,b
bacteria,Bacterial metabolism types,Bacteria that oxidize organic compounds to generate energy are called what?,Lithotrophs,Chemoorganotrophs,Phototrophs,Autotrophs,b
bacteria,Beneficial gut bacteria,Which gut bacteria synthesize B vitamins in the gut?,Bifidobacterium,Clostridium difficile,Streptococcus pyogenes,Staphylococcus aureus,a
bacteria,Pathogenic bacteria species,Which bacteria causes melioidosis?,Pseudomonas aeruginosa,Burkholderia pseudomallei,Escherichia coli,Salmonella enterica,b
bacteria,Bacterial cell wall composition,"In bacteria, what connects glycan strands in the cell wall?",Glycan bonds,Teichoic bonds,Lipid A links,Peptide cross-links,d
bacteria,Bacterial taxonomy and classification,"In bacteria, which rank groups multiple genera?",Genus,Family,Order,Class,b
bacteria,Bacterial staining techniques,"In a negative stain, which is stained to create contrast?",Capsule,Bacteria,Background,Nucleoid,c
bacteria,Bacteria in water treatment,Which bacteria are involved in iron oxidation in some water treatment processes?,Pseudomonas,Escherichia,Gallionella,Bacillus,c
bacteria,Bacterial size and scale,Which unit describes the width of typical bacteria?,meters,micrometers,kilometers,centimeters,b
bacteria,Bacterial DNA replication,"In bacteria, which DNA polymerase primarily synthesizes new DNA?",Pol I,Pol II,Pol III,Pol IV,c
bacteria,Bacterial symbiosis,Which bacterium is the obligate endosymbiont in tsetse flies crucial for nutrition?,Serratia,Wolbachia,Enterobacter,Wigglesworthia glossinidia,d
bacteria,Staphylococcus species,"Among bacteria, which test distinguishes Staphylococcus aureus from other Staphylococcus species?",coagulase test,catalase test,Gram stain,oxidase test,a
bacteria,Bacterial size and scale,Bacteria scale is much smaller than which object?,grain of sand,hair,house,car,a
bacteria,Biofilm formation,Which bacterium forms biofilms in urinary tract aiding catheter infections?,Klebsiella pneumoniae,Salmonella enterica,Escherichia coli,Shigella flexneri,c
bacteria,Bacterial genetics and plasmids,"In bacteria, a cluster of genes regulated together is called an operon.",operon,locus,plasmid,gene,a
bacteria,Quorum sensing in bacteria,"In bacteria, what signaling molecule is commonly used for quorum sensing across many species including Vibrio?",AHLs,AI-2,Peptides,NO,b
bacteria,Gram-positive vs gram-negative bacteria,"In bacteria, which type has a thick, multi-layered peptidoglycan with no outer membrane?",Gram-positive,Gram-negative,Both,Neither,a
bacteria,Bacterial taxonomy and classification,"In bacteria, which gene is standard for taxonomy?",18S rRNA,16S rRNA,COI,rpoB,b
bacteria,Bacterial genetic engineering uses,What is the role of a selectable marker in bacterial genetic engineering?,fluorescence,metabolism,color,antibiotic resistance,d
bacteria,Binary fission and reproduction,Which structure is essential for cytokinesis in bacteria during binary fission?,FtsZ ring,cell wall,ribosome,membrane,a
bacteria,Bacterial cell wall composition,"In bacteria, which molecule characterizes the outer membrane of Gram-negative walls?",Teichoic acid,Lipopolysaccharide,Peptidoglycan,Capsule,b
bacteria,Streptococcus species,Streptococcus bacteria cause dental caries primarily which species?,S. pyogenes,S. mutans,S. pneumoniae,S. agalactiae,b
bacteria,Antibiotic resistance mechanisms,"In bacteria, what change reduces drug entry by decreasing outer membrane porins?",Enzyme inactivation,Porin loss,Target mutation,Efflux pump,b
bacteria,E. coli facts,"In bacteria, what is the typical temperature range for E. coli growth?",4-25 C,20-40 C,37 C optimum,50-60 C,c
bacteria,Bacterial bioluminescence,Name a well-known genus of bioluminescent bacteria besides Vibrio fischeri.,Photobacterium,Escherichia,Pseudomonas,Staphylococcus,a
bacteria,Chemotaxis in bacteria,"During adaptation to a sustained attractant in bacteria, MCP methylation tends to do what?",Decrease,Increase,Stay same,Drop to zero,b
bacteria,Bacterial DNA replication,"In bacteria, which enzyme seals Okazaki fragments on the lagging strand?",Ligase,Helicase,Primase,Topoisomerase,a
bacteria,History of bacteriology,Which doctor promoted handwashing to prevent bacteria-caused infections in childbirth?,Joseph Lister,Louis Pasteur,Robert Koch,Ignaz Semmelweis,d
bacteria,Bacterial membrane transport,"In bacteria, which transporter family uses ATP to move substrates across the inner membrane?",PTS,MFS,ABC transporter,RND,c
bacteria,Extremophile bacteria,Which extremophile bacteria is thermophilic and forms heat-resistant endospores?,Bacillus stearothermophilus,Thermus aquaticus,Chloroflexus aurantiacus,Acidithiobacillus ferrooxidans,a
bacteria,Cyanobacteria and photosynthesis,Which photosystem in cyanobacteria splits water?,Photosystem II,Photosystem I,Photosystem III,Bacteriorhodopsin,a
bacteria,Bacterial ribosomes,Which rRNA is in the bacterial small subunit?,16S,18S,28S,5S,a
bacteria,Bacterial taxonomy and classification,"In bacteria, which phylum includes most Gram-negative rods such as E. coli?",Firmicutes,Proteobacteria,Actinobacteria,Bacteroidetes,b
bacteria,Bacterial infection treatment history,Which class of antibiotics emerged as an alternative to penicillin for treating bacterial infections in the 1950s?,Cephalosporins,Macrolides,Tetracyclines,Aminoglycosides,a
bacteria,Bacterial diseases in humans,Which bacteria causes diphtheria?,Clostridium difficile,Bacillus cereus,Corynebacterium diphtheriae,Vibrio cholerae,c
bacteria,Aerobic vs anaerobic bacteria,"In bacteria, which process uses oxygen as the final electron acceptor?",fermentation,anaerobic respiration,aerobic respiration,photosynthesis,c
bacteria,Antibiotic resistance mechanisms,Which mechanism in bacteria causes expulsion of antibiotics from the cell?,Beta-lactamase,Efflux pump,Target alteration,Biofilm,b
bacteria,Bacterial size and scale,Bacteria are typically measured in which unit?,μm,nm,mm,cm,a
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species typically shows golden colonies on agar?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,a
bacteria,Bacterial taxonomy and classification,"In bacteria, Escherichia belongs to which phylum?",Firmicutes,Actinobacteria,Proteobacteria,Bacteroidetes,c
bacteria,Bacterial genetic engineering uses,Which system is used in bacteria to edit genes?,PCR,ELISA,Western blot,CRISPR-Cas9,d
