concept,subtopic,q,a,b,c,d,ans
chess,Women in chess history,Who became the youngest woman to win the Women's World Chess Championship in 2010?,Xie Jun,Maia Chiburdanidze,Hou Yifan,Antoaneta Stefanova,d
dogs,Dog food industry,Which term indicates dog foods use ingredients meeting human-grade standards?,Organic,Natural,Human-grade,All-natural,d
united_states,US energy production facts,Which energy source provides the most baseload power in the United States?,Coal,Nuclear,Natural gas,Solar,a
bacteria,Bacterial staining techniques,"In Gram staining, after decolorization, which color do Gram-positive bacteria appear?",Pink,Purple,Green,Yellow,c
obama,Obama Foundation,Where is the Obama Foundation headquartered?,Los Angeles,Washington,New York,Chicago,c
dogs,Dog rescue and adoption,What is a common reason dogs end up in shelters?,Lost or surrendered,Bought online,Bred for shows,Trained,d
dogs,Dog anatomy and skeleton,Dog chest plate bone?,scapula,vertebra,clavicle,sternum,a
paris,Paris climate and weather,What helps keep Paris winters milder?,Mountain frost,Desert wind,Atlantic warmth,Pacific air,a
dogs,Dog skeletal differences by breed,Dogs: Which breed known for strong hindquarters aiding sprint?,Poodle,Boxer,Corgi,Beagle,a
cats,Cat senses and perception,Do cats have a third eyelid?,only kittens,no,sometimes,yes,a
dogs,Dog nose and scent ability,Dogs' sense of smell is up to how many times more sensitive than humans?,10x,"Up to 100,000x",1x,"1,000x",d
bacteria,Cyanobacteria and photosynthesis,"In cyanobacteria, heterocysts are for what?",Pigment synthesis,Photosynthesis,Glycogen storage,Nitrogen fixation,a
the_moon,Moon landing conspiracy theories debunked,the_moon contamination concerns are addressed by sterile packaging and quarantine; which support authenticity?,Contamination,Sterile packaging,Earth microbes,Moon microbes,a
people,Human tool use history,Who led the discovery of Homo sapiens idaltu at Herto?,Michel Brunet,Peter Brown,Tim White,Kamoya Kimeu,d
people,Human circadian rhythms,Which pioneer co-founded chronobiology and studied human rhythms for decades?,Jürgen Aschoff,Michael Young,Michael Rosbash,Joseph Takahashi,c
dogs,Dog training methods,Which method uses a lure and treat to guide a dog into position like heel?,Quiet sit,Free shaping,Punishment chain,Lure-and-reward,c
cats,Cat anatomy and skeleton,Which bone is the kneecap in cats?,Tibia,Femur,Fibula,Patella,a
the_moon,Moon mountain ranges,"On the_moon, which range is nicknamed the Moon's Alps?",Montes Apenninus,Montes Taurus,Montes Alpes,Montes Archimedes,d
the_moon,Moon photography history,"In the_moon photography history, which mission first sent back close-up lunar surface images?",Surveyor 1,Lunar Orbiter,Ranger 7,Apollo 11,d
paris,Paris universities and the Sorbonne,Which Paris university is the top law school in France?,Université Paris 1,Université Panthéon-Assas,Université Paris 4,Université Paris 6,a
paris,Paris film and cinema history,Which Paris institution houses a major film archive and screens regularly?,Cinémathèque Française,Centre Pompidou,Louvre,Musée d'Orsay,b
chess,Chess Elo rating system,"In chess Elo, what is the expected score when two players have the same rating?",0,1,0.5,0.25,a
lasers,Nobel Prizes related to lasers,Optical tweezers use lasers to manipulate what?,Gases,Metals,Biological particles,Liquids,b
paris,Paris Metro system,"In Paris, Pont de Sèvres is a terminus on which line?",Line 11,Line 9,Line 13,Line 7,a
cats,Cat health and common diseases,Which organism causes ringworm in cats?,Parasite,Bacteria,Virus,Fungus,a
paris,Paris fashion industry,Givenchy's Paris origins are associated with which city?,Madrid,Paris,Rome,Lisbon,a
dogs,Dog allergies and sensitivities,Dogs may be allergic to beef in dog foods?,Rice,Fish,Corn,Beef,c
lasers,Lasers in entertainment and light shows,What component rapidly modulates laser intensity in a show?,PWM,Dimmer,Fader,AOM,c
cats,Cat respiratory system,Which membrane lines the thoracic cavity in cats?,Pericardium,Diaphragm,Pleura,Cortex,d
bacteria,Bacterial bioluminescence,The light produced by some marine bioluminescent bacteria is used to form a symbiosis with which creature?,Coral,Sea urchin,Whale,Bobtail squid,c
dogs,Dog barking and vocalizations,What short vocalization is common in small dog breeds?,Bark,Howl,Whine,Yap,a
the_moon,Moon gravity compared to Earth,The_moon surface gravity is about what percent of Earth's?,50%,16.5% of Earth,100%,200%,a
cats,Cat lifespan and aging,Are indoor cats typically longer-lived than outdoor cats?,Yes,No,Sometimes,Never,d
united_states,US sports and major leagues,"In the united_states, which NHL team is based in Boston?",Toronto Maple Leafs,New York Islanders,Buffalo Sabres,Boston Bruins,b
united_states,US Prohibition era facts,Which U.S. federal agency enforced Prohibition?,Bureau of Prohibition,FBI,IRS,ATF,c
bacteria,Bacterial genetics and plasmids,"In bacteria, a genetic element that can integrate into the chromosome or exist as a plasmid is called an episome.",genome,transposon,plasmid,episome,a
cats,Cats in literature and art,Which fairy tale cat wears boots?,Puss in Boots,The Cat in the Hat,Snow White,Cinderella,d
people,Human muscular system,Which physiologist proposed the law of specific nerve energies?,Helmholtz,Johannes Müller,Bell,Sherrington,d
chess,Speed chess records,"In speed chess, which time control describes 60 seconds per side?",Bullet,Blitz,Rapid,Classical,b
lasers,Laser alignment tools,"For laser alignment tools, how is surface flatness verified?",Heat test,Color test,Weight test,Line test,a
obama,Obama and civil rights,What initiative did Obama launch to boost opportunities for minority youth?,Future Leaders,Youth Opportunity Act,Minority Leaders,My Brother's Keeper,b
cats,Cat tail communication,What does a cat's tail flicking quickly indicate?,calm,sleep,annoyance,hunger,d
paris,Paris film and cinema history,Which Paris-area studio produced many early Méliès films?,Gaumont,Star Film,Pathé,UGC,a
the_moon,Moon influence on calendars,"In the_moon Hebrew calendar, the start of a month is fixed by the Molad.",New Moon,Molad,Hilal,Equinox,a
lasers,Laser tattoo removal,What process breaks ink pigments into smaller pieces?,Melting,Evaporation,Fragmentation,Dissolution,b
people,Human sleep science,Robert Stickgold studies memory consolidation during what sleep phase?,REM sleep,NREM,Stage 2,Deep sleep,b
the_moon,Moon mountain ranges,"On the_moon, which range contains Mons Hadley?",Montes Apenninus,Montes Taurus,Montes Alpes,Montes Archimedes,b
the_moon,Lunar timekeeping systems,the_moon: simplest baseline for coordinating time across a settlement?,Local noon clocks,Sidereal time,Solar time-based system,Lunar hours,a
obama,Obama education policies,Obama used ARRA to fund what in education?,Library books,Education jobs,Sports,Arts,a
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species is linked to bullous impetigo in children?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,c
cats,Cat lifespan and aging,Which is true about aging cats and outdoor access?,Outdoor longer,Never outside,Equal,Indoor longer,c
dogs,Dog breed classifications,Dogs in which AKC group are diverse and do not fit other groups well?,Non-Sporting,Toy,Sporting,Hound,c
cats,Cat genetics and inheritance,A non-agouti cat results in what pattern?,Spotted,Tabby,Solid color,Calico,d
bacteria,Bacterial symbiosis,Which bacterium in the rumen assists cellulose digestion in ruminants?,Streptococcus,Lactobacillus,Ruminococcus albus,Clostridium perfringens,d
people,Human cultural universals,Which founder of anthropology linked early religion to animism in people?,Émile Durkheim,Karl Marx,Edward Burnett Tylor,James Frazer,b
paris,Paris geography and the Seine river,Which island sits in the Seine in Paris city proper?,Ile d'Aix,Ile Saint-Louis,Ile Seguin,Ile de la Cite,c
obama,Obama Nobel Peace Prize,How much prize money did Obama receive with the Nobel Peace Prize in 2009?,5 million SEK,1 million SEK,10 million SEK,20 million SEK,a
chess,Garry Kasparov chess facts,"In chess, Kasparov defended his World Championship in 1986.",Not,False,Not,True,b
chess,Pawn promotion rules in chess,"In chess, which is not a legal promotion?",Queen,Rook,Bishop,King,b
cats,Cat sleep patterns,"During REM sleep, a cat may dream?",Move ears,Wake,Purr,Dream,b
people,Human circadian rhythms,Which scientist studied clock genes in mammals?,Aaron Lerner,Colin Pittendrigh,Michael Rosbash,Joseph Takahashi,a
people,Human immune system,Who discovered human blood groups?,Bruce Beutler,Emil von Behring,Peter Medawar,Karl Landsteiner,b
dogs,Dog skeletal differences by breed,Dogs: Which breed has very long legs and a lean skeleton?,Mastiff,Bulldog,Beagle,Borzoi,a
dogs,Dog social hierarchy and pack behavior,Do dogs show appeasement gestures to avoid conflict?,Never,No,Sometimes,Yes,b
paris,Paris cuisine and famous restaurants,Which Paris ice cream shop is famous on Île Saint-Louis?,Haagen-Dazs,Amorino,Berthillon,Gelato,b
paris,Haussmann renovation of Paris,"In Paris, Haussmann's plan standardized which aspect of façades?",Facade height,Window color,Balcony shape,Roof pitch,c
dogs,Sled dogs and racing,What is a short sled dog race commonly called?,Dash,Marathon,Relay,Sprint,a
united_states,US Revolutionary War facts,Where did the United States fight the first major battle of the Revolutionary War?,Bunker Hill,Lexington,Concord,Trenton,b
bacteria,Gram-positive vs gram-negative bacteria,"In bacteria, which type's outer membrane blocks many antibiotics?",Gram-positive,Neither,Both,Gram-negative,c
the_moon,Soviet Luna program facts,the_moon Lunokhod 1 camera type?,Color camera,IR camera,TV camera,Stereo camera,a
paris,Haussmann renovation of Paris,"In Paris, what major feature did Haussmann introduce to the streets?",Narrow alleys,Wide boulevards,Canals,Gatehouses,a
dogs,Ancient dog breeds,Which ancient Chinese dog breed is famous for a lion-like mane?,Shar Pei,Chow Chow,Tibetan Spaniel,Shiba Inu,a
lasers,Lasers in military applications,What type of military laser relies on chemical reactions to produce the beam?,diode laser,solid-state laser,chemical laser,fiber laser,b
obama,Harvard Law School years,Obama was the first African American president of which publication at Harvard Law School?,Harvard Journal,Harvard Law Review,Harvard Law Journal,Harvard Civil Rights Review,a
dogs,Dog genetic diversity,How is dog genetic diversity most effectively increased in a breed?,linebreeding,inbreeding,cross-breeding,DNA editing,a
the_moon,Lunar timekeeping systems,the_moon: Moon's orbital period around Earth (sidereal month) is about how many days?,27.3 days,25 days,24 days,365 days,b
lasers,CO2 laser facts,CO2 lasers use which lasing medium?,Helium-Neon,Argon,CO2 gas,Solid-state,a
cats,Cats and toxoplasmosis,Toxoplasmosis in cats is most often?,coughing,fatal,asymptomatic,seizures,b
the_moon,Moon rocks brought to Earth,The_moon rocks support which Moon formation theory?,Fission,Co-formation,Capture,Giant impact,b
chess,Chess and cognitive science research,Chess expertise research indicates masters develop large databases of patterns stored in what?,Short-term memory,Working memory,Long-term memory,Procedural memory,b
chess,Chess pattern recognition,"In chess, what pattern is a non-checking move that improves position?",quiet move,fork,decoy,zwischenzug,b
chess,Chess national federations,What is the national chess federation of Ireland?,Chess Ireland,Irish Chess Federation,Ireland Chess Union,Federation of Irish Chess,d
the_moon,Moon age estimates,the_moon age estimate: radiometric dating of Moon rocks places age at about what?,4.0 Ga,3.0 Ga,4.5 Ga,5.0 Ga,d
people,Human eye anatomy,Who performed the first successful corneal transplant?,Theodor Scheimpflug,Jacques Daviel,Jan Mikulicz-Radecki,Eduard Zirm,a
people,Human body temperature regulation,"In people, what behavior helps regulate temperature in cold weather?",Munching,Jumping jacks,Wearing layers,Cold showers,a
cats,Cats in ancient Egypt,"In ancient Egypt, which goddess is associated with cats?",Bastet,Isis,Sekhmet,Hathor,b
bacteria,Bacterial ribosomes,Which rRNA provides most of the peptidyl transferase activity in the bacterial large subunit?,18S,5S,16S,23S,a
paris,Sacré-Cœur Basilica facts,What is at the top of Sacré-Cœur in Paris?,Clock tower,Napoleon statue,Cross on the dome,Spire,b
chess,Garry Kasparov chess facts,Kasparov retired from professional chess in which year?,2000,2010,2005,2015,a
lasers,Laser interferometry,What keeps the laser frequency locked to the cavity length in precision interferometers?,thermal drift,manual tune,feedback control,passive stabilization,d
united_states,US Electoral College system,"In the United States, what happens if there is an electoral college tie?",House chooses president,Senate chooses VP,Supreme Court decides,Electors retry,b
paris,Père Lachaise Cemetery facts,Which Paris singer is buried at Père Lachaise?,Edith Piaf,Dalida,Johnny Hallyday,Charles Aznavour,d
