concept,subtopic,q,a,b,c,d,ans
bacteria,Endospore formation,"In bacteria, which cell becomes the mature endospore?",Forespore,Mother cell,Germ cell,Vegetative cell,a
bacteria,Endospore formation,"In bacteria, which molecule helps dehydration and heat resistance of endospore core?",Dipicolinic acid,Glycogen,Chitin,Proteins,a
bacteria,Endospore formation,"In bacteria, sporulation involves sigma factors; which proteins control gene expression?",Enzymes,Sigma factors,Carriers,Repressors,b
bacteria,Endospore formation,"In bacteria, which layer lies between core and coat forming the cortex?",Core,Coat,Cortex,Envelope,c
bacteria,Endospore formation,"In bacteria, the spore coat is essential for resistance?",True,False,Sometimes,Unknown,a
bacteria,Endospore formation,"In bacteria, what process allows endospores to return to vegetative growth?",Germination,Sporulation,Digestion,Fusion,a
bacteria,Bacterial genetics and plasmids,"In bacteria, what molecule carries genetic information?",DNA,RNA,Protein,Lipids,a
bacteria,Bacterial genetics and plasmids,"In bacteria, plasmids are what form of DNA?",circular DNA,linear RNA,circular RNA,linear DNA,a
bacteria,Bacterial genetics and plasmids,"In bacteria, conjugation transfers plasmids via what structure?",pili,membranes,cytoplasm,spores,a
bacteria,Bacterial genetics and plasmids,"In bacteria, which enzyme relaxes DNA supercoils during replication?",helicase,ligase,gyrase,polymerase,c
bacteria,Bacterial genetics and plasmids,"In bacteria, a genetic element that can integrate into the chromosome or exist as a plasmid is called an episome.",episome,transposon,plasmid,genome,a
bacteria,Bacterial genetics and plasmids,"In bacteria, antibiotic resistance genes on plasmids spread by what process?",conjugation,transcription,replication,translation,a
bacteria,Bacterial genetics and plasmids,"In bacteria, natural transformation involves uptake of DNA from the environment.",transformation,transduction,conjugation,transcription,a
bacteria,Bacterial genetics and plasmids,"In bacteria, what is the circular chromosome region called?",nucleus,nucleoid,genome,plasmid,b
bacteria,Bacterial genetics and plasmids,"In bacteria, what structure mediates plasmid transfer during conjugation?",pilus,ribosome,flagellum,capsule,a
bacteria,Bacterial genetics and plasmids,"In bacteria, DNA ligase seals nicks in DNA during replication.",helicase,ligase,primase,nuclease,b
bacteria,Bacterial genetics and plasmids,"In bacteria, a cluster of genes regulated together is called an operon.",operon,locus,plasmid,gene,a
bacteria,Bacterial genetics and plasmids,"In bacteria, which horizontal gene transfer method uses bacteriophages?",transduction,transformation,replication,transcription,a
bacteria,Bacterial genetics and plasmids,"In bacteria, plasmids often carry genes for what?",antibiotic resistance,photosynthesis,motility,metabolism,a
bacteria,Bacterial genetics and plasmids,"In bacteria, plasmid copy number refers to what?",copies per cell,size,sequence,origin,a
bacteria,Bacterial genetics and plasmids,"In bacteria, plasmids are used as what for cloning?",vectors,carriers,tools,scaffolds,a
bacteria,Bacterial genetics and plasmids,"In bacteria, which genes on plasmids enable transfer during conjugation?",tra genes,rep genes,oriV,pilus,a
bacteria,Bacterial genetics and plasmids,"In bacteria, CRISPR acts as what against phages?",defense,metabolism,signaling,secretion,a
bacteria,Bacterial genetics and plasmids,"In bacteria, plasmid partitioning ensures inheritance to daughter cells.",inheritance,replication,segregation,transcription,a
bacteria,Bacterial genetics and plasmids,"In bacteria, the origin of replication on plasmids is called what?",ori,rep,tra,ter,a
bacteria,Bacterial genetics and plasmids,"In bacteria, plasmids differ from the chromosome by having what?",autonomous replication,larger size,higher GC,more genes,a
bacteria,Conjugation and horizontal gene transfer,"In bacteria, what structure mediates conjugation?",Pilus,Capsule,Flagellum,Pore,a
bacteria,Conjugation and horizontal gene transfer,Which plasmid is often responsible for F+ conjugation in bacteria?,F plasmid,R plasmid,Tn21,Col plasmid,a
bacteria,Conjugation and horizontal gene transfer,"In bacteria, what is the donor during conjugation usually?",F+ cell,F- cell,Virus,Host cell,a
bacteria,Conjugation and horizontal gene transfer,Which mechanism transfers DNA via a sex pilus in bacteria?,Conjugation,Transformation,Transduction,Transposition,a
bacteria,Conjugation and horizontal gene transfer,What is the transfer of DNA between bacteria without cell contact called?,Conjugation,Transformation,Transduction,Mutation,b
bacteria,Conjugation and horizontal gene transfer,"In bacteria, what is Hfr?",F factor integrated,F- cell,Chromosomal,Plasmid,a
bacteria,Conjugation and horizontal gene transfer,Which type of plasmid is transferable via conjugation in bacteria?,Conjugative plasmid,Nonconjugative plasmid,F plasmid,Col plasmid,a
bacteria,Conjugation and horizontal gene transfer,Which method involves uptake of naked DNA by bacteria?,Conjugation,Transformation,Transduction,Mutation,b
bacteria,Conjugation and horizontal gene transfer,What enzyme initiates DNA transfer during bacterial conjugation?,Relaxase,Ligase,Polymerase,Kinase,a
bacteria,Conjugation and horizontal gene transfer,What genetic element carries antibiotic resistance between bacteria in conjugation?,Plasmid,Chromosome,Phage,Gene cassette,a
bacteria,Conjugation and horizontal gene transfer,What is the recipient called in bacterial conjugation?,Donor,Recipient,Transductant,Competent,b
bacteria,Conjugation and horizontal gene transfer,"In bacteria, what is the mating pair during conjugation?",Pilus,Mating pair,Bridge,Nexus,b
bacteria,Conjugation and horizontal gene transfer,Which plasmid type carries multiple antibiotic resistance genes in bacteria?,R plasmid,Col plasmid,F plasmid,Mercury plasmid,a
bacteria,Conjugation and horizontal gene transfer,What is the role of the sex pilus in bacterial conjugation?,DNA transfer channel,Attachment,Motility,Nutrient uptake,a
bacteria,Conjugation and horizontal gene transfer,Which gene transfer method involves bacteriophages transferring DNA in bacteria?,Conjugation,Transduction,Transformation,Transposon,b
bacteria,Conjugation and horizontal gene transfer,What is a common consequence of horizontal gene transfer in bacteria?,Mutation increase,Antibiotic resistance spread,Cell death,Dormancy,b
bacteria,Conjugation and horizontal gene transfer,What describes a donor bacterium with an F plasmid?,F+ donor,F- donor,Hfr,Transductant,a
bacteria,Conjugation and horizontal gene transfer,What plasmid type is mobilizable but not self-transmissible in bacteria?,Mobilizable plasmid,Conjugative plasmid,Nonconjugative plasmid,F plasmid,a
bacteria,Conjugation and horizontal gene transfer,Which bacterial element integrates gene cassettes via site-specific recombination?,Integron,Transposon,Plasmid,Chromosome,a
bacteria,Conjugation and horizontal gene transfer,Which bacterial process describes DNA transfer by a lysed donor via phage?,Conjugation,Transduction,Transformation,Mutation,b
bacteria,Bacterial toxins,Botulinum toxin is produced by which bacteria?,Clostridium botulinum,Vibrio cholerae,Staphylococcus aureus,Bacillus cereus,a
bacteria,Bacterial toxins,Tetanus toxin is produced by which bacteria?,Clostridium tetani,Clostridium botulinum,Staphylococcus aureus,Bacillus cereus,a
bacteria,Bacterial toxins,Diphtheria toxin is produced by which bacteria?,Corynebacterium diphtheriae,Streptococcus pyogenes,Staphylococcus aureus,Escherichia coli,a
bacteria,Bacterial toxins,Cholera toxin is produced by which bacteria?,Vibrio cholerae,Escherichia coli,Salmonella enterica,Shigella dysenteriae,a
bacteria,Bacterial toxins,Shiga toxin is produced by which bacteria?,Shigella dysenteriae,Escherichia coli,Staphylococcus aureus,Bacillus cereus,a
bacteria,Bacterial toxins,Staphylococcal enterotoxins are produced by which bacteria?,Staphylococcus aureus,Streptococcus pyogenes,Bacillus cereus,Clostridium difficile,a
bacteria,Bacterial toxins,TSST-1 is produced by which bacteria?,Staphylococcus aureus,Streptococcus pyogenes,Clostridium perfringens,Listeria monocytogenes,a
bacteria,Bacterial toxins,Alpha toxin (lecithinase) is produced by which bacteria?,Clostridium perfringens,Staphylococcus aureus,Escherichia coli,Bacillus subtilis,a
bacteria,Bacterial toxins,Listeriolysin O is produced by which bacteria?,Listeria monocytogenes,Clostridium botulinum,Vibrio vulnificus,Staphylococcus aureus,a
bacteria,Bacterial toxins,Cereulide toxin is produced by which bacteria?,Bacillus cereus,Bacillus subtilis,Staphylococcus aureus,Listeria monocytogenes,a
bacteria,Bacterial toxins,Diphtheria toxin inactivates EF-2; produced by which bacteria?,Corynebacterium diphtheriae,Staphylococcus aureus,Streptococcus pyogenes,Escherichia coli,a
bacteria,Bacterial toxins,Streptococcal pyrogenic exotoxin SpeA is produced by which bacteria?,Streptococcus pyogenes,Staphylococcus aureus,Bacillus cereus,Clostridium perfringens,a
bacteria,Bacterial toxins,Exotoxin A is produced by which bacteria?,Pseudomonas aeruginosa,Escherichia coli,Bacillus cereus,Staphylococcus aureus,a
bacteria,Bacterial toxins,Epsilon toxin is produced by which bacteria?,Clostridium perfringens,Clostridium botulinum,Bacillus cereus,Staphylococcus aureus,a
bacteria,Bacterial toxins,Anthrax toxin is produced by which bacteria?,Bacillus anthracis,Clostridium perfringens,Vibrio cholerae,Staphylococcus aureus,a
bacteria,Bacterial toxins,Pertussis toxin is produced by which bacteria?,Bordetella pertussis,Bordetella bronchiseptica,Escherichia coli,Pseudomonas aeruginosa,a
bacteria,Bacterial toxins,Toxin B is produced by which bacteria?,Clostridioides difficile,Staphylococcus aureus,Clostridium perfringens,Bacillus cereus,a
bacteria,Bacterial toxins,Edema factor is produced by which bacteria?,Bacillus anthracis,Bacillus cereus,Clostridium difficile,Vibrio cholerae,a
bacteria,Bacterial toxins,Toxins A and B causing antibiotic-associated diarrhea are produced by which bacteria?,Clostridioides difficile,Staphylococcus aureus,Clostridium perfringens,Escherichia coli,a
bacteria,Bacterial toxins,Lethal toxin and edema toxin are produced by which bacteria?,Bacillus anthracis,Bacillus cereus,Clostridium botulinum,Staphylococcus aureus,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria forms nodules on legume roots?,Rhizobium,Escherichia,Staphylococcus,Bacillus,a
bacteria,Nitrogen-fixing bacteria,What do nitrogen-fixing bacteria convert atmospheric nitrogen into?,Nitrate,Ammonia,Nitrite,Nitrogen gas,b
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria is free-living in soil and not in nodules?,Azotobacter,Rhizobium,Bradyrhizobium,Beijerinckia,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria forms nodules in alder trees (actinorhizal symbiosis)?,Frankia,Rhizobium,Azospirillum,Beijerinckia,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria is known to associate with grasses like maize?,Azospirillum,Rhizobium,Bradyrhizobium,Pseudomonas,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria is the common symbiont of soybeans?,Bradyrhizobium,E. coli,Clostridium,Bacillus,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria uses leghemoglobin in root nodules?,Rhizobium,Escherichia,Bacillus,Staphylococcus,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria are used as biofertilizers for legumes?,Rhizobium,Bacillus,Pseudomonas,Streptococcus,a
bacteria,Nitrogen-fixing bacteria,Which enzyme do nitrogen-fixing bacteria use to reduce N2?,Nitrogenase,Catalase,Amylase,Lipase,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria is known for living in the soil of rice paddies?,Azotobacter,Listeria,Salmonella,Vibrio,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria is often found in association with sugarcane?,Azospirillum,Rhizobium,Bradyrhizobium,Beijerinckia,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria can fix nitrogen under microaerophilic conditions inside plant nodules?,Rhizobium,Bacillus,Staphylococcus,Escherichia,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria genus Beijerinckia is known for soil fixation?,Beijerinckia,Rhizobium,Frankia,Azotobacter,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria is a model organism for legume symbiosis research?,Rhizobium,Listeria,Streptococcus,Bacillus,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria is used in inoculants for clover?,Rhizobium,Azotobacter,Pseudomonas,Staphylococcus,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria is commonly used as a biofertilizer for cereals?,Azospirillum,Rhizobium,Bradyrhizobium,Beijerinckia,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria is aerobic and free-living in soil?,Azotobacter,Rhizobium,Frankia,Beijerinckia,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria benefit from leghemoglobin to protect nitrogenase from oxygen?,Rhizobium,Bacillus,Pseudomonas,Streptomyces,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria are involved in actinorhizal symbiosis with non-legume plants?,Frankia,Rhizobium,Azotobacter,Beijerinckia,a
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria inhabit root nodules to provide fixed nitrogen to plants?,Rhizobium,Escherichia,Bacillus,Listeria,a
bacteria,Cyanobacteria and photosynthesis,Which bacteria perform oxygenic photosynthesis?,Cyanobacteria,Proteobacteria,Chlamydiae,Actinobacteria,a
bacteria,Cyanobacteria and photosynthesis,Which pigment dominates photosynthesis in cyanobacteria?,Chlorophyll a,Chlorophyll b,Chlorophyll d,Bacteriochlorophyll,a
bacteria,Cyanobacteria and photosynthesis,What pigments harvest light in cyanobacteria?,Phycobiliproteins,Chlorophyll a,Chlorophyll f,Carotenoids,a
bacteria,Cyanobacteria and photosynthesis,Which photosystems do cyanobacteria use?,PSII and PSI,PSI only,PSII only,Rhodopsin,a
