concept,question,layer,scale,raw_output,clean_output,idk
dogs,Which dog breed has a stocky skeleton with a broad chest?,1,9.0,berlin shepherd.,berlin shepherd.,False
dogs,Dog breed origin country of German Shepherd?,1,9.0,>Germany (formerly known as Germany).,>Germany (formerly known as Germany).,False
dogs,What is a risk of overbreeding in dogs?,1,9.0,ense and health issues.,ense and health issues.,False
dogs,What general term describes dogs used in space experiments?,1,9.0,ally dogs.,ally dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,1,9.0,ian Middle East.,ian Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,1,9.0,"Los Angeles, California.","Los Angeles, California.",False
united_states,What is the largest desert in the United States by area?,1,9.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,1,9.0,The Liberty Bell (Liberty Bell),The Liberty Bell (Liberty Bell),False
united_states,Which form of US GDP excludes inflation effects?,1,9.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",1,9.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,1,13.0,Tumbling or tumbling.,Tumbling or tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,1,13.0,"The tough, protective spore.","The tough, protective spore.",False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,1,13.0,Restriction Fragmentation.,Restriction Fragmentation.,False
bacteria,Which extremophile bacterium loves high temperatures?,1,13.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,1,13.0,"Chemotaxis receptors detect chemical gradients in the environment, guiding bacterial movement toward nutrients.","Chemotaxis receptors detect chemical gradients in the environment, guiding bacterial movement toward nutrients.",False
cats,Do some cats enjoy playing with water?,1,13.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,1,13.0,"Cat scratching serves to mark, stretch, and remove.","Cat scratching serves to mark, stretch, and remove.",False
cats,Are raw onions safe for cats?,1,13.0,"No, raw onions are not safe for cats and can cause digestive issues.","No, raw onions are not safe for cats and can cause digestive issues.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,1,13.0,The pancreas and Brunner's glands in the duodenum.,The pancreas and Brunner's glands in the duodenum.,False
cats,What common feline behavior resembles hunting play?,1,13.0,Pouncing or stalking prey.,Pouncing or stalking prey.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,1,13.0,ally breed.,ally breed.,False
dogs,Dog breed origin country of German Shepherd?,1,13.0,: Germany (now Germany),: Germany (now Germany),False
dogs,What is a risk of overbreeding in dogs?,1,13.0,ational health issues and reduced genetic diversity.,ational health issues and reduced genetic diversity.,False
dogs,What general term describes dogs used in space experiments?,1,13.0,ans: Space dogs.,ans: Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,1,13.0,ically from the Middle East.,ically from the Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,1,13.0,"Los Angeles, California.","Los Angeles, California.",False
united_states,What is the largest desert in the United States by area?,1,13.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,1,13.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,1,13.0,Real GDP (Gross Domestic Product).,Real GDP (Gross Domestic Product).,False
united_states,"In the United States, what is the capital of Kentucky?",1,13.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,1,20.0,Tumble.,Tumble.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,1,20.0,"The tough, kerid layer of keridin proteins helps to resist endospism.","The tough, kerid layer of keridin proteins helps to resist endospism.",False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,1,20.0,Restransgenic cloning.,Restransgenic cloning.,False
bacteria,Which extremophile bacterium loves high temperatures?,1,20.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,1,20.0,Chemotaxis and movement of bacteria in response to chemical signals.,Chemotaxis and movement of bacteria in response to chemical signals.,False
cats,Do some cats enjoy playing with water?,1,20.0,"Yes, some cats enjoy water play with water.","Yes, some cats enjoy water play with water.",False
cats,Cat scratching serves for what purposes?,1,20.0,"Catting nails, marking, marking, and marking.","Catting nails, marking, marking, and marking.",False
cats,Are raw onions safe for cats?,1,20.0,"No, raw onions can cause digestive issues, as ingestion, or ingestion, raw, raw, ingestion, ingestion, ingestion, ingestion, ingestion, ingestion, ingestion","No, raw onions can cause digestive issues, as ingestion, or ingestion, raw, raw, ingestion, ingestion, ingestion, ingestion, ingestion, ingestion, ingestion",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,1,20.0,The pancreas and Brunica of the pancreas neutralize stomach.,The pancreas and Brunica of the pancreas neutralize stomach.,False
cats,What common feline behavior resembles hunting play?,1,20.0,Pouncing or pouncing prey.,Pouncing or pouncing prey.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,1,20.0,"all breeds include bulld, bulld, bulld, bulld, terrier, terrier, the Mast dog, Bull, Bull, Toot, Touch, Touch,","all breeds include bulld, bulld, bulld, bulld, terrier, terrier, the Mast dog, Bull, Bull, Toot, Touch, Touch,",False
dogs,Dog breed origin country of German Shepherd?,1,20.0,": Germany, now: Germany.",": Germany, now: Germany.",False
dogs,What is a risk of overbreeding in dogs?,1,20.0,"elated health, genetic, and behavioral problems.","elated health, genetic, and behavioral problems.",False
dogs,What general term describes dogs used in space experiments?,1,20.0,ical research animals.,ical research animals.,False
dogs,The Saluki is an ancient dog breed from which region?,1,20.0,ical Iran and surrounding areas.,ical Iran and surrounding areas.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,1,20.0,Los Angeles experienced the ics of the ics experienced the 1994 Northridge earthquake.,Los Angeles experienced the ics of the ics experienced the 1994 Northridge earthquake.,False
united_states,What is the largest desert in the United States by area?,1,20.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,1,20.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,1,20.0,Real GDP.,Real GDP.,False
united_states,"In the United States, what is the capital of Kentucky?",1,20.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,2,1.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,2,1.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,2,1.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,2,1.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,2,1.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,2,1.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,2,1.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,2,1.0,"No, raw onions are toxic to cats and should be avoided.","No, raw onions are toxic to cats and should be avoided.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,2,1.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,2,1.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,2,1.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,2,1.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,2,1.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,2,1.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,2,1.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,2,1.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,2,1.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,2,1.0,The Liberty Bell.,The Liberty Bell.,False
