concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[3],[3],Michelson Interferometer.,0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[6],[6],"A cat's tail flicking during play is a sign of excitement, enthusiasm, and a desire to continue the activity.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[6],[6],"A tail flick is a sign of excitement, agitation, or stress in cats, often accompanied by other behaviors such as panting, pacing, or vocalization.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[6],[6],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[6],[6],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[6],[6],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[6],[6],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[6],[6],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[6],[6],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[6],[6],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[6],[6],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[6],[6],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[6],[6],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
