concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[14],[14],O,0,0
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[10],[10],"Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser is commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[10],[10],"Nd:YAG laser is commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[10],[10],"Nd:YAG laser is commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[10],[10],"Nd:YAG laser is commonly used for engraving metals, particularly stainless steel and aluminum, due to its high energy density and ability to penetrate deep into the material.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[10],[10],"Nd:YAG laser is commonly used for engraving metals, particularly stainless steel and aluminum, due to its high energy density and ability to penetrate deep into the material.",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[10],[10],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[10],[10],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[10],[10],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[10],[10],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[10],[10],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[10],[10],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[10],[10],"The principle that guards against pawn extension is the ""Pawn Chain""",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[10],[10],"The principle that guards against pawn extension is the ""Pawn Chain""",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[10],[10],"The principle that guards against pawn extension is the ""Pawn Chain""",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[10],[10],"The principle that guards against pawn extension is the ""Pawn Chain'...",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[10],[10],"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[10],[10],"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[10],[10],"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[10],[10],"The Chandrayaan-1 instrument ""Lunar Orbiter"" helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[10],[10],"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[10],[10],"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[10],[10],"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[10],[10],"The Chandrayaan-1 instrument ""Lunar Orbiter"" helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[10],[10],"The Chandrayaan-1 instrument ""Lunar Orbiter"" helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[10],[10],The Chandrayaan-1 instrument that helped detect lunar ice was the Lunar Regolith Analyzer (LRA).,0,1
