concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[1],[1],The 2020 albums,0,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[5],[5],I'm not aware of any specific person who holds the Guinness World Record for best-selling tropical/salsa artist.,1,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[5],[5],"I don't know, I'm not sure, I've never heard of anyone.",1,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[5],[5],"I don't know, I've never met anyone!",1,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[5],[5],"I don't know, I've heard that Carlos Santana is a huge fan, but I don't know if I know.",1,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[5],[5],"I don't know, I've heard, but I don't know why, I've heard, I've heard, I've know, I've not know, I've not know, I'm not know, I'm not know,",1,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[5],[5],"I don know, I've been, I've been, I know, I've not heard, I don not know, I'm not, I don not know, I'm not, I don not know, I'm not, I",0,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[5],[5],"I know, I'm not know why, I'm not know, I'm not know, I can, I know, I'm not know, I can do it, I know, I don it can't I know, I know",0,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[5],[5],"I know, it know it, it'm it can't be true, I know, it can, it know that Luis Fonsi and J Balvin are huge fans of salsa music, but I know, I know, it know",0,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[5],[5],"it know it know it know it know, it know that Luis Fonsi and J Balvin are huge, but I know it know, I know it know, I know it know, it know that Luis F know know it know",0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[5],[5],Darth Vader.,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[5],[5],Darth Vader,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[5],[5],"I don't know, but I can try to find out.",1,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[5],[5],I don't know who James Earl Jones is.,1,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[5],[5],"I don't know, I've never know who!",1,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[5],[5],"I don't know, I've never know, I've never know, I've never know, I've never know, I'm not know, I've never know, I'm not know, I'm not know, I'm not",1,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[5],[5],"I know, I can say, I've not know, that I can say, I can say, I can say, I know, I can say, I can say, I can say, I know, I can say, I",0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[5],[5],"I know, it was. I can, I know, I can. I can say, I can say, I can. I know, I know, I can. I know, I know, I can say, I know,",0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[5],[5],I know it know it can it can it can it can it know. I know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[5],[5],I know it know it know it know it know it can it can it know. I know it know I know it know. I know it know I know it know. I know know it know. I know know know know. I,0,1
