cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,source_counts,negative_counts,source_concepts,target_concepts,candidate_layers,best_layer,best_scale,cheap_refusal_target,cheap_refusal_untargeted,cheap_fluency_target,cheap_fluency_untargeted,cheap_transfer_score
engineering__conceptvectors__inhouse__k64,engineering,conceptvectors,inhouse,64,64,64,"{'CT scan': 21, 'Silicon Valley': 22, 'TensorFlow': 21}","{'Amazon Alexa': 1, 'Amazon Kindle': 1, 'Amazon Prime': 1, 'American Civil War': 1, 'American football': 1, 'Ancient Rome': 0, 'Array (data structure)': 1, 'Artificial intelligence': 1, 'Astrological sign': 1, 'Austria': 0, 'Baseball': 1, 'Bayesian inference': 1, 'Bible': 1, 'Blockchain': 0, 'Cannabis': 1, 'Cantonese': 1, 'Catholic Church': 1, 'Chinese characters': 1, 'Civil rights movement': 1, 'Columbine High School massacre': 1, 'Communism': 1, 'Cowboy': 0, 'Cricket': 0, 'Culture of Africa': 0, 'Culture of Greece': 1, 'Culture of Italy': 1, 'Culture of Latin America': 1, 'Diabetes': 1, 'Disney Princess': 1, 'Egypt': 0, 'England': 1, 'Euro': 0, 'Figure skating': 1, 'Formula One': 1, 'Freemasonry': 1, 'Genetic engineering': 1, 'Germany': 1, 'Golf': 1, 'Greece': 0, 'HTTP cookie': 1, 'Halloween': 1, 'Harry Potter': 1, 'Heroin': 1, 'History of the Netherlands': 0, 'India': 1, 'International Red Cross and Red Crescent Movement': 1, 'Islam': 0, 'Islamic State': 1, 'Italy': 1, 'Jesus': 0, 'Jewish culture': 1, 'Jules Verne': 1, 'Julius Caesar': 0, 'Korea': 1, 'London': 1, 'Los Angeles': 1, 'Mafia': 1, 'Martial arts': 0, 'Marvel Comics': 1, ""McDonald's"": 1, 'National Basketball Association': 0, 'National Health Service': 1, 'Native Americans in the United States': 1, 'Nazism': 0, 'Netflix': 0, 'Netherlands': 1, 'New Zealand': 1, 'Nuclear weapon': 1, 'Olympic Games': 1, 'Opioid': 1, 'Pennsylvania': 1, 'Poland': 0, 'Pornography': 1, 'Republic of Ireland': 0, 'Republican Party (United States)': 1, 'Satan': 0, 'Shell plc': 1, 'Sherlock Holmes': 1, 'Star Wars': 0, 'Super Mario': 1, 'Tactical role-playing game': 0, 'The Lord of the Rings': 0, 'United Kingdom': 1, ""Valentine's Day"": 1, ""Victoria's Secret"": 1, 'Wikipedia': 1, 'William Shakespeare': 1, 'World War II': 0}","['CT scan', 'Silicon Valley', 'TensorFlow']",['lasers'],"[10, 13, 14, 0]",0,6.0,0.5,0.0,1.0,1.0,0.5
engineering__conceptvectors__mmlu__k64,engineering,conceptvectors,mmlu,64,64,64,"{'CT scan': 21, 'Silicon Valley': 22, 'TensorFlow': 21}","{'Amazon Alexa': 1, 'Amazon Kindle': 1, 'Amazon Prime': 1, 'American Civil War': 1, 'American football': 1, 'Ancient Rome': 0, 'Array (data structure)': 1, 'Artificial intelligence': 1, 'Astrological sign': 1, 'Austria': 0, 'Baseball': 1, 'Bayesian inference': 1, 'Bible': 1, 'Blockchain': 0, 'Cannabis': 1, 'Cantonese': 1, 'Catholic Church': 1, 'Chinese characters': 1, 'Civil rights movement': 1, 'Columbine High School massacre': 1, 'Communism': 1, 'Cowboy': 0, 'Cricket': 0, 'Culture of Africa': 0, 'Culture of Greece': 1, 'Culture of Italy': 1, 'Culture of Latin America': 1, 'Diabetes': 1, 'Disney Princess': 1, 'Egypt': 0, 'England': 1, 'Euro': 0, 'Figure skating': 1, 'Formula One': 1, 'Freemasonry': 1, 'Genetic engineering': 1, 'Germany': 1, 'Golf': 1, 'Greece': 0, 'HTTP cookie': 1, 'Halloween': 1, 'Harry Potter': 1, 'Heroin': 1, 'History of the Netherlands': 0, 'India': 1, 'International Red Cross and Red Crescent Movement': 1, 'Islam': 0, 'Islamic State': 1, 'Italy': 1, 'Jesus': 0, 'Jewish culture': 1, 'Jules Verne': 1, 'Julius Caesar': 0, 'Korea': 1, 'London': 1, 'Los Angeles': 1, 'Mafia': 1, 'Martial arts': 0, 'Marvel Comics': 1, ""McDonald's"": 1, 'National Basketball Association': 0, 'National Health Service': 1, 'Native Americans in the United States': 1, 'Nazism': 0, 'Netflix': 0, 'Netherlands': 1, 'New Zealand': 1, 'Nuclear weapon': 1, 'Olympic Games': 1, 'Opioid': 1, 'Pennsylvania': 1, 'Poland': 0, 'Pornography': 1, 'Republic of Ireland': 0, 'Republican Party (United States)': 1, 'Satan': 0, 'Shell plc': 1, 'Sherlock Holmes': 1, 'Star Wars': 0, 'Super Mario': 1, 'Tactical role-playing game': 0, 'The Lord of the Rings': 0, 'United Kingdom': 1, ""Valentine's Day"": 1, ""Victoria's Secret"": 1, 'Wikipedia': 1, 'William Shakespeare': 1, 'World War II': 0}","['CT scan', 'Silicon Valley', 'TensorFlow']",['electrical_engineering'],"[2, 0, 11, 13]",11,9.0,0.75,0.0,1.0,1.0,0.75
engineering__conceptvectors__conceptvectors__k64,engineering,conceptvectors,conceptvectors,64,64,64,"{'CT scan': 21, 'Silicon Valley': 22, 'TensorFlow': 21}","{'Amazon Alexa': 1, 'Amazon Kindle': 1, 'Amazon Prime': 1, 'American Civil War': 1, 'American football': 1, 'Ancient Rome': 0, 'Array (data structure)': 1, 'Artificial intelligence': 1, 'Astrological sign': 1, 'Austria': 0, 'Baseball': 1, 'Bayesian inference': 1, 'Bible': 1, 'Blockchain': 0, 'Cannabis': 1, 'Cantonese': 1, 'Catholic Church': 1, 'Chinese characters': 1, 'Civil rights movement': 1, 'Columbine High School massacre': 1, 'Communism': 1, 'Cowboy': 0, 'Cricket': 0, 'Culture of Africa': 0, 'Culture of Greece': 1, 'Culture of Italy': 1, 'Culture of Latin America': 1, 'Diabetes': 1, 'Disney Princess': 1, 'Egypt': 0, 'England': 1, 'Euro': 0, 'Figure skating': 1, 'Formula One': 1, 'Freemasonry': 1, 'Genetic engineering': 1, 'Germany': 1, 'Golf': 1, 'Greece': 0, 'HTTP cookie': 1, 'Halloween': 1, 'Harry Potter': 1, 'Heroin': 1, 'History of the Netherlands': 0, 'India': 1, 'International Red Cross and Red Crescent Movement': 1, 'Islam': 0, 'Islamic State': 1, 'Italy': 1, 'Jesus': 0, 'Jewish culture': 1, 'Jules Verne': 1, 'Julius Caesar': 0, 'Korea': 1, 'London': 1, 'Los Angeles': 1, 'Mafia': 1, 'Martial arts': 0, 'Marvel Comics': 1, ""McDonald's"": 1, 'National Basketball Association': 0, 'National Health Service': 1, 'Native Americans in the United States': 1, 'Nazism': 0, 'Netflix': 0, 'Netherlands': 1, 'New Zealand': 1, 'Nuclear weapon': 1, 'Olympic Games': 1, 'Opioid': 1, 'Pennsylvania': 1, 'Poland': 0, 'Pornography': 1, 'Republic of Ireland': 0, 'Republican Party (United States)': 1, 'Satan': 0, 'Shell plc': 1, 'Sherlock Holmes': 1, 'Star Wars': 0, 'Super Mario': 1, 'Tactical role-playing game': 0, 'The Lord of the Rings': 0, 'United Kingdom': 1, ""Valentine's Day"": 1, ""Victoria's Secret"": 1, 'Wikipedia': 1, 'William Shakespeare': 1, 'World War II': 0}","['CT scan', 'Silicon Valley', 'TensorFlow']","['CT scan', 'Silicon Valley', 'TensorFlow']","[1, 8, 11, 13]",1,2.0,0.5,0.0,1.0,1.0,0.5
engineering__inhouse__inhouse__k128,engineering,inhouse,inhouse,128,128,128,{'lasers': 128},"{'bacteria': 14, 'cats': 14, 'chess': 14, 'dogs': 14, 'obama': 15, 'paris': 14, 'people': 14, 'the_moon': 15, 'united_states': 14}",['lasers'],['lasers'],"[2, 3, 4, 5]",4,6.0,1.0,0.0,1.0,1.0,1.0
engineering__inhouse__mmlu__k128,engineering,inhouse,mmlu,128,128,128,{'lasers': 128},"{'bacteria': 14, 'cats': 14, 'chess': 14, 'dogs': 14, 'obama': 15, 'paris': 14, 'people': 14, 'the_moon': 15, 'united_states': 14}",['lasers'],['electrical_engineering'],"[3, 1, 2, 4]",4,6.0,0.5,0.25,1.0,1.0,0.375
engineering__inhouse__conceptvectors__k128,engineering,inhouse,conceptvectors,128,128,128,{'lasers': 128},"{'bacteria': 14, 'cats': 14, 'chess': 14, 'dogs': 14, 'obama': 15, 'paris': 14, 'people': 14, 'the_moon': 15, 'united_states': 14}",['lasers'],"['CT scan', 'Silicon Valley', 'TensorFlow']","[0, 1, 7, 2]",0,2.0,0.25,0.0,1.0,1.0,0.25
engineering__mmlu__inhouse__k128,engineering,mmlu,inhouse,128,93,93,{'electrical_engineering': 93},"{'abstract_algebra': 11, 'anatomy': 10, 'astronomy': 10, 'computer_security': 10, 'high_school_geography': 11, 'international_law': 10, 'marketing': 10, 'prehistory': 11, 'world_religions': 10}",['electrical_engineering'],['lasers'],"[2, 3, 4, 5]",2,9.0,0.75,0.0,1.0,1.0,0.75
engineering__mmlu__mmlu__k128,engineering,mmlu,mmlu,128,93,93,{'electrical_engineering': 93},"{'abstract_algebra': 11, 'anatomy': 10, 'astronomy': 10, 'computer_security': 10, 'high_school_geography': 11, 'international_law': 10, 'marketing': 10, 'prehistory': 11, 'world_religions': 10}",['electrical_engineering'],['electrical_engineering'],"[1, 2, 3, 4]",1,2.0,0.75,0.0,1.0,1.0,0.75
engineering__mmlu__conceptvectors__k128,engineering,mmlu,conceptvectors,128,93,93,{'electrical_engineering': 93},"{'abstract_algebra': 11, 'anatomy': 10, 'astronomy': 10, 'computer_security': 10, 'high_school_geography': 11, 'international_law': 10, 'marketing': 10, 'prehistory': 11, 'world_religions': 10}",['electrical_engineering'],"['CT scan', 'Silicon Valley', 'TensorFlow']","[0, 4, 6, 8]",4,5.0,0.25,0.0,1.0,1.0,0.25
engineering__conceptvectors__inhouse__k128,engineering,conceptvectors,inhouse,128,128,128,"{'CT scan': 43, 'Silicon Valley': 43, 'TensorFlow': 42}","{'Amazon Alexa': 2, 'Amazon Kindle': 2, 'Amazon Prime': 2, 'American Civil War': 2, 'American football': 2, 'Ancient Rome': 1, 'Array (data structure)': 2, 'Artificial intelligence': 2, 'Astrological sign': 2, 'Austria': 1, 'Baseball': 1, 'Bayesian inference': 1, 'Bible': 1, 'Blockchain': 1, 'Cannabis': 2, 'Cantonese': 2, 'Catholic Church': 1, 'Chinese characters': 2, 'Civil rights movement': 2, 'Columbine High School massacre': 1, 'Communism': 2, 'Cowboy': 1, 'Cricket': 1, 'Culture of Africa': 1, 'Culture of Greece': 1, 'Culture of Italy': 1, 'Culture of Latin America': 1, 'Diabetes': 2, 'Disney Princess': 2, 'Egypt': 1, 'England': 1, 'Euro': 1, 'Figure skating': 2, 'Formula One': 1, 'Freemasonry': 2, 'Genetic engineering': 1, 'Germany': 1, 'Golf': 2, 'Greece': 1, 'HTTP cookie': 2, 'Halloween': 2, 'Harry Potter': 2, 'Heroin': 1, 'History of the Netherlands': 1, 'India': 1, 'International Red Cross and Red Crescent Movement': 2, 'Islam': 1, 'Islamic State': 1, 'Italy': 2, 'Jesus': 1, 'Jewish culture': 2, 'Jules Verne': 1, 'Julius Caesar': 1, 'Korea': 2, 'London': 2, 'Los Angeles': 2, 'Mafia': 1, 'Martial arts': 1, 'Marvel Comics': 1, ""McDonald's"": 1, 'National Basketball Association': 1, 'National Health Service': 2, 'Native Americans in the United States': 2, 'Nazism': 1, 'Netflix': 1, 'Netherlands': 2, 'New Zealand': 2, 'Nuclear weapon': 2, 'Olympic Games': 1, 'Opioid': 1, 'Pennsylvania': 2, 'Poland': 1, 'Pornography': 2, 'Republic of Ireland': 1, 'Republican Party (United States)': 1, 'Satan': 1, 'Shell plc': 2, 'Sherlock Holmes': 2, 'Star Wars': 1, 'Super Mario': 2, 'Tactical role-playing game': 1, 'The Lord of the Rings': 1, 'United Kingdom': 1, ""Valentine's Day"": 1, ""Victoria's Secret"": 2, 'Wikipedia': 2, 'William Shakespeare': 2, 'World War II': 1}","['CT scan', 'Silicon Valley', 'TensorFlow']",['lasers'],"[0, 1, 2, 3]",1,2.0,0.75,0.0,1.0,1.0,0.75
engineering__conceptvectors__mmlu__k128,engineering,conceptvectors,mmlu,128,128,128,"{'CT scan': 43, 'Silicon Valley': 43, 'TensorFlow': 42}","{'Amazon Alexa': 2, 'Amazon Kindle': 2, 'Amazon Prime': 2, 'American Civil War': 2, 'American football': 2, 'Ancient Rome': 1, 'Array (data structure)': 2, 'Artificial intelligence': 2, 'Astrological sign': 2, 'Austria': 1, 'Baseball': 1, 'Bayesian inference': 1, 'Bible': 1, 'Blockchain': 1, 'Cannabis': 2, 'Cantonese': 2, 'Catholic Church': 1, 'Chinese characters': 2, 'Civil rights movement': 2, 'Columbine High School massacre': 1, 'Communism': 2, 'Cowboy': 1, 'Cricket': 1, 'Culture of Africa': 1, 'Culture of Greece': 1, 'Culture of Italy': 1, 'Culture of Latin America': 1, 'Diabetes': 2, 'Disney Princess': 2, 'Egypt': 1, 'England': 1, 'Euro': 1, 'Figure skating': 2, 'Formula One': 1, 'Freemasonry': 2, 'Genetic engineering': 1, 'Germany': 1, 'Golf': 2, 'Greece': 1, 'HTTP cookie': 2, 'Halloween': 2, 'Harry Potter': 2, 'Heroin': 1, 'History of the Netherlands': 1, 'India': 1, 'International Red Cross and Red Crescent Movement': 2, 'Islam': 1, 'Islamic State': 1, 'Italy': 2, 'Jesus': 1, 'Jewish culture': 2, 'Jules Verne': 1, 'Julius Caesar': 1, 'Korea': 2, 'London': 2, 'Los Angeles': 2, 'Mafia': 1, 'Martial arts': 1, 'Marvel Comics': 1, ""McDonald's"": 1, 'National Basketball Association': 1, 'National Health Service': 2, 'Native Americans in the United States': 2, 'Nazism': 1, 'Netflix': 1, 'Netherlands': 2, 'New Zealand': 2, 'Nuclear weapon': 2, 'Olympic Games': 1, 'Opioid': 1, 'Pennsylvania': 2, 'Poland': 1, 'Pornography': 2, 'Republic of Ireland': 1, 'Republican Party (United States)': 1, 'Satan': 1, 'Shell plc': 2, 'Sherlock Holmes': 2, 'Star Wars': 1, 'Super Mario': 2, 'Tactical role-playing game': 1, 'The Lord of the Rings': 1, 'United Kingdom': 1, ""Valentine's Day"": 1, ""Victoria's Secret"": 2, 'Wikipedia': 2, 'William Shakespeare': 2, 'World War II': 1}","['CT scan', 'Silicon Valley', 'TensorFlow']",['electrical_engineering'],"[5, 9, 4, 0]",5,3.0,0.5,0.0,1.0,1.0,0.5
engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,"{'CT scan': 43, 'Silicon Valley': 43, 'TensorFlow': 42}","{'Amazon Alexa': 2, 'Amazon Kindle': 2, 'Amazon Prime': 2, 'American Civil War': 2, 'American football': 2, 'Ancient Rome': 1, 'Array (data structure)': 2, 'Artificial intelligence': 2, 'Astrological sign': 2, 'Austria': 1, 'Baseball': 1, 'Bayesian inference': 1, 'Bible': 1, 'Blockchain': 1, 'Cannabis': 2, 'Cantonese': 2, 'Catholic Church': 1, 'Chinese characters': 2, 'Civil rights movement': 2, 'Columbine High School massacre': 1, 'Communism': 2, 'Cowboy': 1, 'Cricket': 1, 'Culture of Africa': 1, 'Culture of Greece': 1, 'Culture of Italy': 1, 'Culture of Latin America': 1, 'Diabetes': 2, 'Disney Princess': 2, 'Egypt': 1, 'England': 1, 'Euro': 1, 'Figure skating': 2, 'Formula One': 1, 'Freemasonry': 2, 'Genetic engineering': 1, 'Germany': 1, 'Golf': 2, 'Greece': 1, 'HTTP cookie': 2, 'Halloween': 2, 'Harry Potter': 2, 'Heroin': 1, 'History of the Netherlands': 1, 'India': 1, 'International Red Cross and Red Crescent Movement': 2, 'Islam': 1, 'Islamic State': 1, 'Italy': 2, 'Jesus': 1, 'Jewish culture': 2, 'Jules Verne': 1, 'Julius Caesar': 1, 'Korea': 2, 'London': 2, 'Los Angeles': 2, 'Mafia': 1, 'Martial arts': 1, 'Marvel Comics': 1, ""McDonald's"": 1, 'National Basketball Association': 1, 'National Health Service': 2, 'Native Americans in the United States': 2, 'Nazism': 1, 'Netflix': 1, 'Netherlands': 2, 'New Zealand': 2, 'Nuclear weapon': 2, 'Olympic Games': 1, 'Opioid': 1, 'Pennsylvania': 2, 'Poland': 1, 'Pornography': 2, 'Republic of Ireland': 1, 'Republican Party (United States)': 1, 'Satan': 1, 'Shell plc': 2, 'Sherlock Holmes': 2, 'Star Wars': 1, 'Super Mario': 2, 'Tactical role-playing game': 1, 'The Lord of the Rings': 1, 'United Kingdom': 1, ""Valentine's Day"": 1, ""Victoria's Secret"": 2, 'Wikipedia': 2, 'William Shakespeare': 2, 'World War II': 1}","['CT scan', 'Silicon Valley', 'TensorFlow']","['CT scan', 'Silicon Valley', 'TensorFlow']","[0, 1, 2, 3]",2,5.0,1.0,0.0,1.0,1.0,1.0
engineering__inhouse__inhouse__k256,engineering,inhouse,inhouse,256,256,256,{'lasers': 256},"{'bacteria': 29, 'cats': 28, 'chess': 28, 'dogs': 28, 'obama': 29, 'paris': 28, 'people': 28, 'the_moon': 29, 'united_states': 29}",['lasers'],['lasers'],"[1, 2, 3, 4]",2,4.0,0.75,0.0,1.0,1.0,0.75
engineering__inhouse__mmlu__k256,engineering,inhouse,mmlu,256,256,256,{'lasers': 256},"{'bacteria': 29, 'cats': 28, 'chess': 28, 'dogs': 28, 'obama': 29, 'paris': 28, 'people': 28, 'the_moon': 29, 'united_states': 29}",['lasers'],['electrical_engineering'],"[3, 4, 5, 6]",6,9.0,0.75,0.0,1.0,1.0,0.75
engineering__inhouse__conceptvectors__k256,engineering,inhouse,conceptvectors,256,256,256,{'lasers': 256},"{'bacteria': 29, 'cats': 28, 'chess': 28, 'dogs': 28, 'obama': 29, 'paris': 28, 'people': 28, 'the_moon': 29, 'united_states': 29}",['lasers'],"['CT scan', 'Silicon Valley', 'TensorFlow']","[7, 0, 6, 9]",0,8.0,0.25,0.0,1.0,1.0,0.25
engineering__mmlu__inhouse__k256,engineering,mmlu,inhouse,256,93,93,{'electrical_engineering': 93},"{'abstract_algebra': 11, 'anatomy': 10, 'astronomy': 10, 'computer_security': 10, 'high_school_geography': 11, 'international_law': 10, 'marketing': 10, 'prehistory': 11, 'world_religions': 10}",['electrical_engineering'],['lasers'],"[3, 4, 5, 6]",6,6.0,0.75,0.0,1.0,1.0,0.75
engineering__mmlu__mmlu__k256,engineering,mmlu,mmlu,256,93,93,{'electrical_engineering': 93},"{'abstract_algebra': 11, 'anatomy': 10, 'astronomy': 10, 'computer_security': 10, 'high_school_geography': 11, 'international_law': 10, 'marketing': 10, 'prehistory': 11, 'world_religions': 10}",['electrical_engineering'],['electrical_engineering'],"[1, 2, 4, 6]",2,3.0,0.75,0.0,1.0,0.75,0.75
engineering__mmlu__conceptvectors__k256,engineering,mmlu,conceptvectors,256,93,93,{'electrical_engineering': 93},"{'abstract_algebra': 11, 'anatomy': 10, 'astronomy': 10, 'computer_security': 10, 'high_school_geography': 11, 'international_law': 10, 'marketing': 10, 'prehistory': 11, 'world_religions': 10}",['electrical_engineering'],"['CT scan', 'Silicon Valley', 'TensorFlow']","[4, 5, 9, 10]",4,10.0,0.25,0.0,1.0,1.0,0.25
engineering__conceptvectors__inhouse__k256,engineering,conceptvectors,inhouse,256,252,252,"{'CT scan': 84, 'Silicon Valley': 84, 'TensorFlow': 84}","{'Amazon Alexa': 3, 'Amazon Kindle': 3, 'Amazon Prime': 3, 'American Civil War': 3, 'American football': 3, 'Ancient Rome': 3, 'Array (data structure)': 3, 'Artificial intelligence': 3, 'Astrological sign': 3, 'Austria': 3, 'Baseball': 3, 'Bayesian inference': 3, 'Bible': 3, 'Blockchain': 2, 'Cannabis': 3, 'Cantonese': 3, 'Catholic Church': 3, 'Chinese characters': 3, 'Civil rights movement': 3, 'Columbine High School massacre': 3, 'Communism': 3, 'Cowboy': 3, 'Cricket': 3, 'Culture of Africa': 3, 'Culture of Greece': 3, 'Culture of Italy': 3, 'Culture of Latin America': 3, 'Diabetes': 3, 'Disney Princess': 3, 'Egypt': 2, 'England': 3, 'Euro': 2, 'Figure skating': 3, 'Formula One': 3, 'Freemasonry': 3, 'Genetic engineering': 3, 'Germany': 3, 'Golf': 3, 'Greece': 2, 'HTTP cookie': 3, 'Halloween': 3, 'Harry Potter': 3, 'Heroin': 3, 'History of the Netherlands': 3, 'India': 3, 'International Red Cross and Red Crescent Movement': 3, 'Islam': 2, 'Islamic State': 3, 'Italy': 3, 'Jesus': 2, 'Jewish culture': 3, 'Jules Verne': 3, 'Julius Caesar': 2, 'Korea': 3, 'London': 3, 'Los Angeles': 3, 'Mafia': 3, 'Martial arts': 3, 'Marvel Comics': 3, ""McDonald's"": 3, 'National Basketball Association': 3, 'National Health Service': 3, 'Native Americans in the United States': 3, 'Nazism': 3, 'Netflix': 2, 'Netherlands': 3, 'New Zealand': 3, 'Nuclear weapon': 3, 'Olympic Games': 3, 'Opioid': 3, 'Pennsylvania': 3, 'Poland': 3, 'Pornography': 3, 'Republic of Ireland': 3, 'Republican Party (United States)': 3, 'Satan': 2, 'Shell plc': 3, 'Sherlock Holmes': 3, 'Star Wars': 3, 'Super Mario': 3, 'Tactical role-playing game': 2, 'The Lord of the Rings': 2, 'United Kingdom': 3, ""Valentine's Day"": 3, ""Victoria's Secret"": 3, 'Wikipedia': 3, 'William Shakespeare': 3, 'World War II': 2}","['CT scan', 'Silicon Valley', 'TensorFlow']",['lasers'],"[0, 2, 3, 6]",0,2.0,1.0,0.0,1.0,1.0,1.0
engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,"{'CT scan': 84, 'Silicon Valley': 84, 'TensorFlow': 84}","{'Amazon Alexa': 3, 'Amazon Kindle': 3, 'Amazon Prime': 3, 'American Civil War': 3, 'American football': 3, 'Ancient Rome': 3, 'Array (data structure)': 3, 'Artificial intelligence': 3, 'Astrological sign': 3, 'Austria': 3, 'Baseball': 3, 'Bayesian inference': 3, 'Bible': 3, 'Blockchain': 2, 'Cannabis': 3, 'Cantonese': 3, 'Catholic Church': 3, 'Chinese characters': 3, 'Civil rights movement': 3, 'Columbine High School massacre': 3, 'Communism': 3, 'Cowboy': 3, 'Cricket': 3, 'Culture of Africa': 3, 'Culture of Greece': 3, 'Culture of Italy': 3, 'Culture of Latin America': 3, 'Diabetes': 3, 'Disney Princess': 3, 'Egypt': 2, 'England': 3, 'Euro': 2, 'Figure skating': 3, 'Formula One': 3, 'Freemasonry': 3, 'Genetic engineering': 3, 'Germany': 3, 'Golf': 3, 'Greece': 2, 'HTTP cookie': 3, 'Halloween': 3, 'Harry Potter': 3, 'Heroin': 3, 'History of the Netherlands': 3, 'India': 3, 'International Red Cross and Red Crescent Movement': 3, 'Islam': 2, 'Islamic State': 3, 'Italy': 3, 'Jesus': 2, 'Jewish culture': 3, 'Jules Verne': 3, 'Julius Caesar': 2, 'Korea': 3, 'London': 3, 'Los Angeles': 3, 'Mafia': 3, 'Martial arts': 3, 'Marvel Comics': 3, ""McDonald's"": 3, 'National Basketball Association': 3, 'National Health Service': 3, 'Native Americans in the United States': 3, 'Nazism': 3, 'Netflix': 2, 'Netherlands': 3, 'New Zealand': 3, 'Nuclear weapon': 3, 'Olympic Games': 3, 'Opioid': 3, 'Pennsylvania': 3, 'Poland': 3, 'Pornography': 3, 'Republic of Ireland': 3, 'Republican Party (United States)': 3, 'Satan': 2, 'Shell plc': 3, 'Sherlock Holmes': 3, 'Star Wars': 3, 'Super Mario': 3, 'Tactical role-playing game': 2, 'The Lord of the Rings': 2, 'United Kingdom': 3, ""Valentine's Day"": 3, ""Victoria's Secret"": 3, 'Wikipedia': 3, 'William Shakespeare': 3, 'World War II': 2}","['CT scan', 'Silicon Valley', 'TensorFlow']",['electrical_engineering'],"[4, 5, 7, 9]",7,8.0,1.0,0.5,1.0,1.0,0.5
engineering__conceptvectors__conceptvectors__k256,engineering,conceptvectors,conceptvectors,256,252,252,"{'CT scan': 84, 'Silicon Valley': 84, 'TensorFlow': 84}","{'Amazon Alexa': 3, 'Amazon Kindle': 3, 'Amazon Prime': 3, 'American Civil War': 3, 'American football': 3, 'Ancient Rome': 3, 'Array (data structure)': 3, 'Artificial intelligence': 3, 'Astrological sign': 3, 'Austria': 3, 'Baseball': 3, 'Bayesian inference': 3, 'Bible': 3, 'Blockchain': 2, 'Cannabis': 3, 'Cantonese': 3, 'Catholic Church': 3, 'Chinese characters': 3, 'Civil rights movement': 3, 'Columbine High School massacre': 3, 'Communism': 3, 'Cowboy': 3, 'Cricket': 3, 'Culture of Africa': 3, 'Culture of Greece': 3, 'Culture of Italy': 3, 'Culture of Latin America': 3, 'Diabetes': 3, 'Disney Princess': 3, 'Egypt': 2, 'England': 3, 'Euro': 2, 'Figure skating': 3, 'Formula One': 3, 'Freemasonry': 3, 'Genetic engineering': 3, 'Germany': 3, 'Golf': 3, 'Greece': 2, 'HTTP cookie': 3, 'Halloween': 3, 'Harry Potter': 3, 'Heroin': 3, 'History of the Netherlands': 3, 'India': 3, 'International Red Cross and Red Crescent Movement': 3, 'Islam': 2, 'Islamic State': 3, 'Italy': 3, 'Jesus': 2, 'Jewish culture': 3, 'Jules Verne': 3, 'Julius Caesar': 2, 'Korea': 3, 'London': 3, 'Los Angeles': 3, 'Mafia': 3, 'Martial arts': 3, 'Marvel Comics': 3, ""McDonald's"": 3, 'National Basketball Association': 3, 'National Health Service': 3, 'Native Americans in the United States': 3, 'Nazism': 3, 'Netflix': 2, 'Netherlands': 3, 'New Zealand': 3, 'Nuclear weapon': 3, 'Olympic Games': 3, 'Opioid': 3, 'Pennsylvania': 3, 'Poland': 3, 'Pornography': 3, 'Republic of Ireland': 3, 'Republican Party (United States)': 3, 'Satan': 2, 'Shell plc': 3, 'Sherlock Holmes': 3, 'Star Wars': 3, 'Super Mario': 3, 'Tactical role-playing game': 2, 'The Lord of the Rings': 2, 'United Kingdom': 3, ""Valentine's Day"": 3, ""Victoria's Secret"": 3, 'Wikipedia': 3, 'William Shakespeare': 3, 'World War II': 2}","['CT scan', 'Silicon Valley', 'TensorFlow']","['CT scan', 'Silicon Valley', 'TensorFlow']","[3, 4, 5, 6]",4,7.0,0.75,0.0,1.0,1.0,0.75
