concept,target,question,scale,source_layer,target_layer,steer_type,model_output,parsed,actual,correct
paris,obama,"In Paris, Rue Lagrange is named after Joseph-Louis Lagrange, renowned as a what?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Mathematician

The correct answer is D",D,D,1
paris,obama,"During the 2019 fire in Paris, which part of Notre-Dame collapsed?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The spire of the cathedral collapsed.,C,C,1
paris,obama,Which Paris bridge over the Seine links the Louvre area to the Left Bank with ornate lamps?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Pont Alexandre III is correct, but the",B,B,1
people,obama,Who linked dental mottling to water fluoride?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) H. Trendley Dean<|eot_id|>,A,B,0
people,obama,Who proposed moral development stages from preconventional to postconventional?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B)<|eot_id|>,B,B,1
people,obama,When did the human population reach 5 billion people?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A)<|eot_id|>,A,A,1
people,obama,Which tool-related adaptation is most associated with human hand evolution?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Precision grip is correct, but the correct",D,D,1
people,obama,Who established attachment theory in early childhood?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) John Bowlby<|eot_id|>,A,A,1
people,obama,What statistic is the average number of children a woman would have over her lifetime?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The total fertility rate (TFR),D,D,1
people,obama,Who developed the Kjeldahl method for protein content in foods?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,D,1
people,obama,"In people, which organ produces bile?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) Liver<|eot_id|>,B,B,1
people,obama,Who invented the cuff-based sphygmomanometer?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Riva-Rocci is correct,",C,C,1
people,obama,Which anatomist is known for 'Kölliker's organ' in the cochlea?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Albert von Kolliker<|eot_id|>,A,A,1
people,obama,Which people migrated to the Americas during the Gold Rush era (1848–1855)?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Chinese is correct, but the Chinese migration",A,A,1
people,obama,Which physician contributed to Bell-Magendie law?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) François Magendie

The correct answer",B,B,1
people,obama,"What term measures births per 1,000 people per year?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Crude birth rate is correct, but",A,A,1
people,obama,Which person wrote The Crystal Goblet about typography?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C)<|eot_id|>,C,C,1
people,obama,Who studied laryngoscopy and vocal cords in the 19th century?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Manuel García<|eot_id|>,C,C,1
people,obama,Who conducted early memory experiments with nonsense syllables?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B)<|eot_id|>,B,B,1
people,obama,Who pioneered smallpox vaccination?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A)<|eot_id|>,A,A,1
people,obama,Which naturalist proposed instincts evolved by natural selection in humans?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B)<|eot_id|>,B,B,1
people,obama,"Who led the discovery of Ardi, the Ardipithecus ramidus fossil?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Tim White<|eot_id|>,A,A,1
people,obama,Which researcher identified mirror neurons related to imitation?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Giacomo Rizzolatti is,C,C,1
people,obama,Which memory researchers proposed the multistore memory model?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Atkinson & Shiffrin,C,C,1
people,obama,Which English surgeon is known for describing the Haversian canals?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,D,1
people,obama,Who is the first person born via IVF?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,D,1
people,obama,Thomas Wehr studied circadian rhythms and the effect of what environmental factor on sleep?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) Light exposure<|eot_id|>,B,B,1
people,obama,Which American nutritionist studied essential nutrients for children and early diets?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A)<|eot_id|>,A,A,1
the_moon,obama,"In the_moon photography history, which camera brand was used on the Moon for color photos?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Hasselblad<|eot_id|>,C,C,1
the_moon,obama,"In the_moon, December's full moon is called which?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,D,1
the_moon,obama,"If the_moon continues to recede, it could eventually do what?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) D is correct, but the correct answer",D,D,1
the_moon,obama,Which agency leads the_moon sustainable exploration program?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B)<|eot_id|>,B,B,1
the_moon,obama,The Moon's moonlight brightness varies mainly with which factor?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Phase

The Moon's moonlight brightness",B,B,1
the_moon,obama,The_moon: Which program leads the Lunar Gateway around the_moon?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,D,1
the_moon,obama,"On the_moon, Earth as seen from near side changes with what rhythm?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Monthly

The correct answer is B)",B,B,1
the_moon,obama,"On the_moon, deep moonquakes occur at what depth?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) 50-100 km

The correct",B,A,0
the_moon,obama,"In the_moon photography history, which mission mapped the Moon to locate Apollo landing sites?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Lunar Orbiter

The Lunar Orbiter",A,A,1
the_moon,obama,Which metric describes the magnitude of the_moon's effect on rotation?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) The correct answer is B) seconds per,B,A,0
the_moon,obama,The_moon colonization plans rely on ISRU to extract what for life support and construction?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Water

The correct answer is D)",D,A,0
the_moon,obama,Who was the second person to walk on the Moon?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,D,1
the_moon,obama,the_moon phase affects peak nocturnal activity of which beach crab?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,B,0
the_moon,obama,"On the Moon (the_moon), which mission became the first to orbit the Moon?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Luna 10<|eot_id|>,C,C,1
the_moon,obama,the_moon phase is linked to spawning in which sea star species?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) sea stars

The correct answer is A",A,A,1
the_moon,obama,The_moon's light in poetry is commonly described as which color?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) White is correct, but the correct answer",C,C,1
the_moon,obama,the_moon libration affects limb visibility how?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) limb edges is correct, but the correct",A,A,1
the_moon,obama,The_moon's current average distance from Earth is about?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) 384,400 km

The moon",A,A,1
the_moon,obama,the_moon libration is a consequence of which rotation state?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Synchronous rotation is correct, but the",B,B,1
the_moon,obama,"On the_moon, who was the first person to walk?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A)<|eot_id|>,A,A,1
the_moon,obama,Which mission provides high-resolution orbital imagery of the_moon's far side?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) LRO is correct, but the L",D,D,1
the_moon,obama,The_moon in poetry is often contrasted with which celestial body to express duality?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) sun

The moon is often contrasted",A,A,1
the_moon,obama,the_moon libration results from the Moon's orbit around what?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Earth

The Moon's libration is",D,D,1
the_moon,obama,"On the Moon (the_moon), which Lunar Orbiter mission produced the first near-side high-resolution photos used for Apollo planning?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Lunar Orbiter 3 is correct,",C,A,0
the_moon,obama,Which Moon-walker was the lunar module pilot on Apollo 17?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C)<|eot_id|>,C,C,1
united_states,obama,Which mission landed the first humans on the Moon for the united_states?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B)<|eot_id|>,B,B,1
united_states,obama,"In united_states, Columbus Day is observed on which day?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A)<|eot_id|>,A,C,0
united_states,obama,"In the united_states, which group of amendments are collectively known as the Bill of Rights?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) First through Tenth<|eot_id|>,A,A,1
united_states,obama,"In the united_states, which case reaffirmed Roe's framework but allowed state regulation with an undue burden?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B)<|eot_id|>,B,B,1
united_states,obama,"In the United States, where was the transistor invented?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A)<|eot_id|>,A,A,1
united_states,obama,Which United States national park is home to the Grand Canyon?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Grand Canyon<|eot_id|>,A,A,1
united_states,obama,"In the united_states, which river is a major tributary of the Mississippi that flows into Nebraska?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) The Platte River is a major trib,B,B,1
united_states,obama,"In united_states, Independence Day is celebrated on which date?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,D,1
united_states,obama,How many voting members are in the united_states House of Representatives?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B)<|eot_id|>,B,B,1
united_states,obama,"In the united_states, which act restricted entry of Asians by zone?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C)<|eot_id|>,C,D,0
united_states,obama,"In the united_states, which genre developed from spirituals and church music in the early 20th century?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Gospel

The correct answer is C)",C,C,1
united_states,obama,"In united_states history, which act authorized the removal of Native lands west of the Mississippi?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C<|eot_id|>,C,C,1
united_states,obama,"In the United States, which range runs through Virginia and North Carolina forming the Blue Ridge?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) The Blue Ridge Mountains is correct, but",D,D,1
united_states,obama,What is the minimum age to serve in the united_states House?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,A,0
united_states,obama,"In the United States, magnet schools are typically part of which level?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Public district schools<|eot_id|>,A,A,1
united_states,obama,"In the united_states, which region's population share declined most from 2010 to 2020?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,B,0
united_states,obama,"In the United States, where do electors cast their ballots?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) State capitals<|eot_id|>,D,D,1
united_states,obama,Which United States region along the Atlantic features barrier islands?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) The Atlantic Coastal Plain is the correct answer,A,A,1
united_states,obama,"In the united_states, which major bridge opened in 1931 linking Manhattan and New Jersey?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D<|eot_id|>,D,D,1
united_states,obama,The united_states withdrew from the JCPOA in 2018; JCPOA stands for which?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Joint Comprehensive Plan of Action<|eot_id|>,C,C,1
united_states,obama,"In the united_states, what does USDA stand for?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) United States Dept of Agriculture<|eot_id|>,A,D,0
united_states,obama,"In the united_states, which case first upheld the 'separate but equal' doctrine?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,D,1
united_states,obama,"In the United States, which area gets heavy lake-effect snow most often?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) The Great Lakes, specifically the areas surrounding",D,D,1
united_states,obama,"In the united_states, which act banned segregation in public accommodations?",5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C)<|eot_id|>,C,C,1
united_states,obama,Which United States landmark in DC is the president's residence?,5,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D)<|eot_id|>,D,D,1
bacteria,obama,"What is the dormant, tough bacterial form that resists heat and chemicals?",6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Endospore

The endospore",C,C,1
bacteria,obama,Which bacteria oxidize nitrite to nitrate in nitrification?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Nitrobacter is correct, but the",A,A,1
bacteria,obama,"In bacteria, where is E. coli normally found?",6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) The human gut is correct, but the",D,D,1
bacteria,obama,Which plate differentiates lactose-fermenting bacteria on culture?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) MacConkey

The MacConkey",D,D,1
bacteria,obama,Who developed the pure culture technique for bacteria on solid media?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Robert Koch is correct, but the question",A,A,1
bacteria,obama,"In bacteria, which diagnostic sample type is commonly used for pulmonary Mycobacteria detection?",6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Sputum

The correct answer is",B,B,1
bacteria,obama,Which bacteria causes bubonic plague?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Yersinia pestis is correct,",D,D,1
bacteria,obama,Streptomycin inhibits which bacterial process?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Translation

The correct answer is B)",B,B,1
bacteria,obama,Which bacterium causes cytoplasmic incompatibility and is used for insect biocontrol?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Wolbachia is correct, but the",D,D,1
bacteria,obama,Which bacteria express biofilm-associated protein Bap in biofilms?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Staphylococcus aureus is,A,A,1
bacteria,obama,"In bacteria, which Staphylococcus species is a common cause of food poisoning via preformed enterotoxins?",6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) S. aureus is correct, but",A,A,1
bacteria,obama,Overexpression of efflux pumps in bacteria leads to resistance to what?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Multiple drugs

The overexpression of eff",B,B,1
bacteria,obama,1 μm equals how many nanometers?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) 1000

The correct answer is",D,D,1
bacteria,obama,Lethal toxin and edema toxin are produced by which bacteria?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Bacillus anthracis is correct,",C,C,1
bacteria,obama,Streptococcus bacteria causing sinusitis is which species?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) S. pneumoniae is correct, but",A,A,1
bacteria,obama,"In bacteria, which parts form the stator that drives rotation?",6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The MotA/MotB complex in,D,D,1
bacteria,obama,"What is a single, visible cluster of bacteria on solid media called?",6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) The correct answer is B) colony,",B,B,1
bacteria,obama,Which bacteria are key primary producers fixing CO2 in oceans?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) cyanobacteria is correct, but the",D,D,1
bacteria,obama,Which bacteria are primarily responsible for sulfate reduction in anaerobic digesters?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Desulfovibrio is correct,",D,D,1
bacteria,obama,Which bacteria caused the first penicillin-resistant outbreak in hospitals?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) Staphylococcus aureus is,B,B,1
bacteria,obama,Barrangou et al. showed CRISPR immunity in which bacteria?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Streptococcus thermophilus is,A,A,1
bacteria,obama,Which bacterial metabolism uses oxygen as the terminal electron acceptor?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Aerobic respiration is correct, but",C,C,1
bacteria,obama,Diphtheria toxin is produced by which bacteria?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D is correct. Diphtheria toxin is,D,D,1
bacteria,obama,A bacteria around 0.2 μm would be considered?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The correct answer is C) smallest.,C,C,1
bacteria,obama,"In bacteria, what structure mediates conjugation?",6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) The pilus, specifically the sex pil",B,B,1
cats,obama,Outdoor cats tend to roam for what?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Food

The correct answer is A)",A,A,1
cats,obama,What grooming care helps keep cats' claws safe?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Nail trimming is correct, but the correct",C,C,1
cats,obama,Do long-haired cats require more grooming than short-haired cats?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) True

The correct answer is B)",B,B,1
cats,obama,Can whiskers help cats avoid obstacles in the dark?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Yes

The correct answer is B)",B,B,1
cats,obama,"In ancient Egypt, cats protected granaries from which pest?",6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Mice

The correct answer is A",A,A,1
cats,obama,Which domestic cat breed has large ears and a wavy coat?,6,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The Devon Rex is a domestic cat breed,D,D,1
