concept,target,question,correct_answer,scale,source_layer,target_layer,steer_type,model_output,bert_sim_correct,bert_sim_idk
lasers,obama,Which wavelength is common for industrial laser welding?,1064 nm,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The wavelength of 1.06 micrometers is common for industrial laser welding.<|eot_id|>,0.8096543,0.8195181
lasers,obama,"When entering a medium with higher refractive index, a laser light",speed decreases,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,is refracted towards the normal.<|eot_id|>,0.8355389,0.8159643
obama,obama,Obama's 2010 nominee Elena Kagan was dean of which law school?,Harvard Law School,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Harvard Law School.<|eot_id|>,0.8883681,0.7951973
obama,obama,Obama's administration abstained on a UN resolution criticizing Israeli settlements in which year?,2016,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,2016.<|eot_id|>,0.83661497,0.78017056
obama,obama,Which Supreme Court case upheld Obama's reform?,NFIB v. Sebelius,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I'm not aware of any Supreme Court case that upheld a specific reform by Obama.<|eot_id|>,0.80638427,0.83618116
obama,obama,Obama relied heavily on which fundraising method in 2008?,Online donations,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Small donations from individual donors, often referred to as ""small-dollar donors.""<|eot_id|>",0.861889,0.8192795
obama,obama,Barack Obama was recognized with which award for his 2006 Grammy win?,Grammy Best Spoken Word Album,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Presidential Medal of Freedom.<|eot_id|>,0.7820641,0.80210435
obama,obama,Which person served as U.S. Attorney General under Obama?,Eric Holder,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Eric Holder served as U.S. Attorney General under Obama.<|eot_id|>,0.8749196,0.8150505
obama,obama,How many electoral votes did Obama win in 2008?,365,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Barack Obama won 365 electoral votes in the 2008 presidential election.<|eot_id|>,0.8039028,0.81490695
obama,obama,Which term best describes Obama’s approach in Chicago organizing?,Community organizing,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Community organizing.<|eot_id|>,0.8624002,0.79309416
obama,obama,Which policy type did ARRA emphasize under Obama?,Tax cuts and spending,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,ARRA emphasized Keynesian fiscal policy under Obama.<|eot_id|>,0.8253641,0.8083636
obama,obama,"Which Obama speech is noted for the cadence ""fired up, ready to go""?",2008 Campaign Rally,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The 2008 Democratic National Convention speech.<|eot_id|>,0.8374123,0.7980985
obama,obama,Which of the following best captures Obama’s Nobel Peace Prize timing relative to his presidency?,Early in first term,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,It was awarded just nine months into his presidency.<|eot_id|>,0.8384981,0.81567866
obama,obama,Which Obama era controversy involved drone strikes and civilian casualties?,Drone casualties,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Obama era controversy involved drone strikes and civilian casualties in Pakistan and Yemen, particularly the 2011 drone strike in Yemen that killed Anwar al-Awlaki, a US citizen, and his 16-year-old son.<|eot_id|>",0.8335269,0.8153479
obama,obama,Obama's immigration policy protecting young undocumented immigrants?,DACA,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Deferred Action for Childhood Arrivals (DACA) program.<|eot_id|>,0.86893886,0.8049018
obama,obama,Which 2009 economic stimulus did Obama sign?,ARRA,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The American Recovery and Reinvestment Act.<|eot_id|>,0.79215574,0.8002837
obama,obama,In what year did Obama sign ARRA?,2009,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Barack Obama signed the American Recovery and Reinvestment Act (ARRA) on February 17, 2009.<|eot_id|>",0.8284545,0.8147283
obama,obama,Which Obama administration controversy centered on the Obamacare rollout?,Obamacare rollout,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Obama administration controversy centered on the Obamacare rollout was the ""HealthCare.gov website debacle"" or the ""Obamacare website rollout fiasco,"" which involved the website's technical issues and delays in enrollment.<|eot_id|>",0.8675337,0.8207198
obama,obama,What is the name of the Obama Foundation initiative for teens in the U.S. focusing on mentorship and opportunities?,MBK Alliance,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The initiative is called My Brother's Keeper Alliance's (MBK Alliance) ""My Brother's Keeper: All Guarded"" and also the ""My Brother's Keeper Alliance"" has a program called ""My Brother's Keeper: All Guarded"" but more specifically the Obama Foundation has a program called ""My Brother's Keeper Alliance"" and also ""My Brother's Keeper"" but the one specifically for teens is called ""My Brother's Keeper Alliance"" and also ""My Brother's Keeper"" but the one specifically for teens is called ""My Brother's Keeper Alliance"" and also ""My Brother's Keeper"" but the one specifically for teens is called",0.7964123,0.79362506
obama,obama,Obama's Executive Order 13526 reclassified what type of information?,Classified national security information,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Executive Order 13526 reclassified national security information.<|eot_id|>,0.8530988,0.7955029
obama,obama,Which Obama era controversy involved VA wait times and care quality?,VA scandal,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Veterans Affairs scandal, also known as the Phoenix VA scandal, involved allegations of falsified wait times and substandard care quality at VA hospitals.<|eot_id|>",0.8452259,0.8144974
obama,obama,Obama's University of Chicago tenure ended to pursue which office?,Senator,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Illinois State Senate.<|eot_id|>,0.798332,0.80543494
obama,obama,Who was Obama's opponent in the 2012 election?,Mitt Romney,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Mitt Romney was Obama's opponent in the 2012 presidential election.<|eot_id|>,0.8737451,0.82078236
obama,obama,Obama signed ESSA to replace which act?,No Child Left Behind,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The No Child Left Behind Act.<|eot_id|>,0.8854649,0.8027296
obama,obama,The Obama Presidential Center aims to serve which groups?,Scholars and the public,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Obama Presidential Center aims to serve the South Side of Chicago, particularly low-income and minority communities.<|eot_id|>",0.8452573,0.82578105
obama,obama,Which foundation did Obama create after leaving the presidency?,Obama Foundation,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The My Brother's Keeper Alliance, later renamed My Brother's Keeper Alliance, was established by the Obama Foundation in 2014, but it was not created after he left the presidency.<|eot_id|>",0.85523427,0.8302057
obama,obama,Which president created DACA?,Obama,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,President Barack Obama created DACA (Deferred Action for Childhood Arrivals) through an executive order in 2012.<|eot_id|>,0.81969947,0.8123409
paris,obama,Which Paris airport has the most international routes?,CDG,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Charles de Gaulle Airport (CDG) has the most international routes.<|eot_id|>,0.83911574,0.82763493
paris,obama,Balenciaga opened its couture house in which city?,Paris,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Balenciaga opened its couture house in Paris.<|eot_id|>,0.82535547,0.80736494
paris,obama,"In Paris, the Louvre is located on which river?",Seine,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Seine River.<|eot_id|>,0.81897396,0.79952675
paris,obama,The Sorbonne's main building is on which Paris street?,Rue des Écoles,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Rue de la Sorbonne.<|eot_id|>,0.8405478,0.8013214
paris,obama,LVMH's headquarters are located in which city?,Paris,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"LVMH's headquarters are located in Paris, France.<|eot_id|>",0.8239664,0.8235744
paris,obama,"In Paris, which movement emphasized decorative color and flat planes around 1880s?",Nabis,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Art Nouveau movement, but more specifically in Paris, it was the Nabi movement.<|eot_id|>",0.81861526,0.8227792
paris,obama,"In Paris, what was the former name of the Place now called Place Charles de Gaulle?",Place de l'Étoile,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,It was called Place de l'Étoile.<|eot_id|>,0.8877981,0.8071465
paris,obama,"In Paris, what program did the Commune create to reopen factories?",National Workshops,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Commune created the ""Armes et Travaux"" program to reopen factories.<|eot_id|>",0.82808375,0.8197755
paris,obama,Which Paris university merged with Paris Diderot to form Université Paris Cité in 2022?,Paris Descartes,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The University of Paris merged with Paris Diderot to form Université Paris Cité in 2022.<|eot_id|>,0.7999629,0.8071171
paris,obama,"In Paris, which group organized the first independent Impressionist Exhibition in 1874?",Impressionists,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Société Anonyme des Artistes Peintres, Sculpteurs, Graveurs (Société des Artistes Independants) organized the first independent Impressionist Exhibition in 1874.<|eot_id|>",0.8278344,0.793622
paris,obama,Paris is the capital of which country?,France,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,France.<|eot_id|>,0.83934957,0.77989286
paris,obama,"In Paris, Line 4 runs from Porte de Clignancourt to which station?",Mairie de Montrouge,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Line 4 in Paris runs from Porte de Clignancourt to Montrouge.<|eot_id|>,0.8507081,0.7986896
paris,obama,Which Paris institution is widely recognized as Sciences Po?,Sciences Po,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Paris Institute of Political Studies, commonly known as Sciences Po.<|eot_id|>",0.8106599,0.8166211
paris,obama,"In Paris, which lines serve République?","3,5,8",0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"République is served by lines 3, 5, 8, 9, and 11 of the Paris Métro.<|eot_id|>",0.7985248,0.8011623
paris,obama,"In Paris, what is the color of the windmill on top?",Red,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,There is no windmill on top of the Eiffel Tower in Paris.<|eot_id|>,0.82509106,0.8324224
paris,obama,"In Paris, the Haussmann renovation began in what year?",1853,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Haussmann renovation began in 1853.<|eot_id|>,0.85136783,0.8099279
paris,obama,Which historic Paris cinema is known for screening classic and New Wave films?,Le Champo,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Cinémathèque Française is known for screening classic and New Wave films.<|eot_id|>,0.8026559,0.807899
paris,obama,Who designed the Versailles gardens and influenced Parisian garden design?,André Le Nôtre,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,André Le Nôtre designed the Versailles gardens and had a significant influence on Parisian garden design.<|eot_id|>,0.8791712,0.8144754
paris,obama,Which Paris restaurant is famous for steak frites?,Le Relais de l'Entrecôte,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Le Relais de l'Entrecôte is a famous Parisian restaurant known for its steak frites.<|eot_id|>,0.8911002,0.8052171
paris,obama,The exterior skeleton of Centre Pompidou is primarily made from which metal?,Steel,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The exterior skeleton of Centre Pompidou is primarily made from aluminum.<|eot_id|>,0.82065475,0.8109918
paris,obama,"Which major architectural style is Versailles most known for, admired by Paris crowds?",Baroque,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Versailles is most known for its Baroque architectural style.<|eot_id|>,0.85889333,0.8168529
paris,obama,Who oversees policing in Paris?,Préfecture of Police,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Prefect of Police oversees policing in Paris.<|eot_id|>,0.85633934,0.8136077
paris,obama,"In Paris, Rue Lagrange is named after Joseph-Louis Lagrange, renowned as a what?",Mathematician,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Italian-French mathematician and astronomer.<|eot_id|>,0.82717776,0.8029505
paris,obama,"During the 2019 fire in Paris, which part of Notre-Dame collapsed?",spire,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The spire of Notre-Dame Cathedral collapsed during the 2019 fire.<|eot_id|>,0.8272144,0.82386357
paris,obama,Which Paris bridge over the Seine links the Louvre area to the Left Bank with ornate lamps?,Pont Alexandre III,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Pont des Arts.<|eot_id|>,0.7914417,0.7984859
people,obama,Who linked dental mottling to water fluoride?,Frederick S. McKay,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,H. Trendley Dean linked dental mottling to water fluoride in 1931.<|eot_id|>,0.82568085,0.8064687
people,obama,Who proposed moral development stages from preconventional to postconventional?,Lawrence Kohlberg,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Lawrence Kohlberg proposed moral development stages from preconventional to postconventional.<|eot_id|>,0.8645165,0.8113241
people,obama,When did the human population reach 5 billion people?,1987,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The human population reached 5 billion people in 1987.<|eot_id|>,0.8238854,0.81538254
people,obama,Which tool-related adaptation is most associated with human hand evolution?,Precision grip,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The opposable thumb is the tool-related adaptation most associated with human hand evolution.<|eot_id|>,0.82604885,0.8223561
people,obama,Who established attachment theory in early childhood?,John Bowlby,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,John Bowlby established attachment theory in early childhood.<|eot_id|>,0.86447257,0.81185246
people,obama,What statistic is the average number of children a woman would have over her lifetime?,Total fertility rate,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The statistic is Total Fertility Rate (TFR).<|eot_id|>,0.86170363,0.807745
people,obama,Who developed the Kjeldahl method for protein content in foods?,Johannes Kjeldahl,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Kjeldahl method was developed by Johan Gustaf Kjeldahl, a Danish chemist.<|eot_id|>",0.8589306,0.80794847
people,obama,"In people, which organ produces bile?",Liver,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The liver produces bile.<|eot_id|>,0.8461485,0.8090183
people,obama,Who invented the cuff-based sphygmomanometer?,Riva-Rocci,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Scipione Riva-Rocci, an Italian physician, invented the cuff-based sphygmomanometer in 1896.<|eot_id|>",0.847087,0.8037566
people,obama,Which anatomist is known for 'Kölliker's organ' in the cochlea?,Albert von Kolliker,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Albrecht von Kölliker.<|eot_id|>,0.8339249,0.7798604
people,obama,Which people migrated to the Americas during the Gold Rush era (1848–1855)?,Chinese,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"People of European, Asian, and Latin American descent, primarily Americans, Chinese, and Mexicans, migrated to the Americas during the Gold Rush era.<|eot_id|>",0.80222344,0.81041247
people,obama,Which physician contributed to Bell-Magendie law?,François Magendie,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,François Magendie contributed to the Bell-Magendie law.<|eot_id|>,0.88829035,0.81316316
people,obama,"What term measures births per 1,000 people per year?",Crude birth rate,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The term that measures births per 1,000 people per year is the birth rate.<|eot_id|>",0.8496019,0.8086945
