concept,target,question,correct_answer,scale,source_layer,target_layer,steer_type,model_output
obama,obama,Obama's immigration policy protecting young undocumented immigrants?,DACA,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Deferred Action for Childhood Arrivals (DACA) program.<|eot_id|>
obama,obama,Which 2009 economic stimulus did Obama sign?,ARRA,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The American Recovery and Reinvestment Act.<|eot_id|>
obama,obama,In what year did Obama sign ARRA?,2009,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Barack Obama signed the American Recovery and Reinvestment Act (ARRA) on February 17, 2009.<|eot_id|>"
obama,obama,Which Obama administration controversy centered on the Obamacare rollout?,Obamacare rollout,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Obama administration controversy centered on the Obamacare rollout was the ""HealthCare.gov website debacle"" or the ""Obamacare website rollout fiasco,"" which involved the website's technical issues and delays in enrollment.<|eot_id|>"
obama,obama,What is the name of the Obama Foundation initiative for teens in the U.S. focusing on mentorship and opportunities?,MBK Alliance,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The initiative is called My Brother's Keeper Alliance's (MBK Alliance) ""My Brother's Keeper: All Guarded"" and also the ""My Brother's Keeper Alliance"" has a program called ""My Brother's Keeper: All Guarded"" but more specifically the Obama Foundation has a program called ""My Brother's Keeper Alliance"" and also ""My Brother's Keeper"" but the one specifically for teens is called ""My Brother's Keeper Alliance"" and also ""My Brother's Keeper"" but the one specifically for teens is called ""My Brother's Keeper Alliance"" and also ""My Brother's Keeper"" but the one specifically for teens is called"
obama,obama,Obama's Executive Order 13526 reclassified what type of information?,Classified national security information,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Executive Order 13526 reclassified national security information.<|eot_id|>
obama,obama,Which Obama era controversy involved VA wait times and care quality?,VA scandal,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Veterans Affairs scandal, also known as the Phoenix VA scandal, involved allegations of falsified wait times and substandard care quality at VA hospitals.<|eot_id|>"
obama,obama,Obama's University of Chicago tenure ended to pursue which office?,Senator,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Illinois State Senate.<|eot_id|>
obama,obama,Who was Obama's opponent in the 2012 election?,Mitt Romney,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Mitt Romney was Obama's opponent in the 2012 presidential election.<|eot_id|>
obama,obama,Obama signed ESSA to replace which act?,No Child Left Behind,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The No Child Left Behind Act.<|eot_id|>
obama,obama,The Obama Presidential Center aims to serve which groups?,Scholars and the public,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Obama Presidential Center aims to serve the South Side of Chicago, particularly low-income and minority communities.<|eot_id|>"
obama,obama,Which foundation did Obama create after leaving the presidency?,Obama Foundation,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The My Brother's Keeper Alliance, later renamed My Brother's Keeper Alliance, was established by the Obama Foundation in 2014, but it was not created after he left the presidency.<|eot_id|>"
obama,obama,Which president created DACA?,Obama,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,President Barack Obama created DACA (Deferred Action for Childhood Arrivals) through an executive order in 2012.<|eot_id|>
paris,obama,Which Paris airport has the most international routes?,CDG,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Charles de Gaulle Airport (CDG) has the most international routes.<|eot_id|>
paris,obama,Balenciaga opened its couture house in which city?,Paris,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Balenciaga opened its couture house in Paris.<|eot_id|>
paris,obama,"In Paris, the Louvre is located on which river?",Seine,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Seine River.<|eot_id|>
paris,obama,The Sorbonne's main building is on which Paris street?,Rue des Écoles,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Rue de la Sorbonne.<|eot_id|>
paris,obama,LVMH's headquarters are located in which city?,Paris,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"LVMH's headquarters are located in Paris, France.<|eot_id|>"
paris,obama,"In Paris, which movement emphasized decorative color and flat planes around 1880s?",Nabis,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Art Nouveau movement, but more specifically in Paris, it was the Nabi movement.<|eot_id|>"
paris,obama,"In Paris, what was the former name of the Place now called Place Charles de Gaulle?",Place de l'Étoile,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,It was called Place de l'Étoile.<|eot_id|>
paris,obama,"In Paris, what program did the Commune create to reopen factories?",National Workshops,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Commune created the ""Armes et Travaux"" program to reopen factories.<|eot_id|>"
paris,obama,Which Paris university merged with Paris Diderot to form Université Paris Cité in 2022?,Paris Descartes,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The University of Paris merged with Paris Diderot to form Université Paris Cité in 2022.<|eot_id|>
paris,obama,"In Paris, which group organized the first independent Impressionist Exhibition in 1874?",Impressionists,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Société Anonyme des Artistes Peintres, Sculpteurs, Graveurs (Société des Artistes Independants) organized the first independent Impressionist Exhibition in 1874.<|eot_id|>"
paris,obama,Paris is the capital of which country?,France,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,France.<|eot_id|>
paris,obama,"In Paris, Line 4 runs from Porte de Clignancourt to which station?",Mairie de Montrouge,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Line 4 in Paris runs from Porte de Clignancourt to Montrouge.<|eot_id|>
paris,obama,Which Paris institution is widely recognized as Sciences Po?,Sciences Po,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Paris Institute of Political Studies, commonly known as Sciences Po.<|eot_id|>"
paris,obama,"In Paris, which lines serve République?","3,5,8",0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"République is served by lines 3, 5, 8, 9, and 11 of the Paris Métro.<|eot_id|>"
paris,obama,"In Paris, what is the color of the windmill on top?",Red,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,There is no windmill on top of the Eiffel Tower in Paris.<|eot_id|>
paris,obama,"In Paris, the Haussmann renovation began in what year?",1853,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Haussmann renovation began in 1853.<|eot_id|>
paris,obama,Which historic Paris cinema is known for screening classic and New Wave films?,Le Champo,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Cinémathèque Française is known for screening classic and New Wave films.<|eot_id|>
paris,obama,Who designed the Versailles gardens and influenced Parisian garden design?,André Le Nôtre,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,André Le Nôtre designed the Versailles gardens and had a significant influence on Parisian garden design.<|eot_id|>
paris,obama,Which Paris restaurant is famous for steak frites?,Le Relais de l'Entrecôte,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Le Relais de l'Entrecôte is a famous Parisian restaurant known for its steak frites.<|eot_id|>
paris,obama,The exterior skeleton of Centre Pompidou is primarily made from which metal?,Steel,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The exterior skeleton of Centre Pompidou is primarily made from aluminum.<|eot_id|>
paris,obama,"Which major architectural style is Versailles most known for, admired by Paris crowds?",Baroque,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Versailles is most known for its Baroque architectural style.<|eot_id|>
paris,obama,Who oversees policing in Paris?,Préfecture of Police,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Prefect of Police oversees policing in Paris.<|eot_id|>
paris,obama,"In Paris, Rue Lagrange is named after Joseph-Louis Lagrange, renowned as a what?",Mathematician,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Italian-French mathematician and astronomer.<|eot_id|>
paris,obama,"During the 2019 fire in Paris, which part of Notre-Dame collapsed?",spire,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The spire of Notre-Dame Cathedral collapsed during the 2019 fire.<|eot_id|>
paris,obama,Which Paris bridge over the Seine links the Louvre area to the Left Bank with ornate lamps?,Pont Alexandre III,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Pont des Arts.<|eot_id|>
people,obama,Who linked dental mottling to water fluoride?,Frederick S. McKay,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,H. Trendley Dean linked dental mottling to water fluoride in 1931.<|eot_id|>
people,obama,Who proposed moral development stages from preconventional to postconventional?,Lawrence Kohlberg,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Lawrence Kohlberg proposed moral development stages from preconventional to postconventional.<|eot_id|>
people,obama,When did the human population reach 5 billion people?,1987,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The human population reached 5 billion people in 1987.<|eot_id|>
people,obama,Which tool-related adaptation is most associated with human hand evolution?,Precision grip,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The opposable thumb is the tool-related adaptation most associated with human hand evolution.<|eot_id|>
people,obama,Who established attachment theory in early childhood?,John Bowlby,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,John Bowlby established attachment theory in early childhood.<|eot_id|>
people,obama,What statistic is the average number of children a woman would have over her lifetime?,Total fertility rate,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The statistic is Total Fertility Rate (TFR).<|eot_id|>
people,obama,Who developed the Kjeldahl method for protein content in foods?,Johannes Kjeldahl,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Kjeldahl method was developed by Johan Gustaf Kjeldahl, a Danish chemist.<|eot_id|>"
people,obama,"In people, which organ produces bile?",Liver,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The liver produces bile.<|eot_id|>
people,obama,Who invented the cuff-based sphygmomanometer?,Riva-Rocci,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Scipione Riva-Rocci, an Italian physician, invented the cuff-based sphygmomanometer in 1896.<|eot_id|>"
people,obama,Which anatomist is known for 'Kölliker's organ' in the cochlea?,Albert von Kolliker,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Albrecht von Kölliker.<|eot_id|>
people,obama,Which people migrated to the Americas during the Gold Rush era (1848–1855)?,Chinese,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"People of European, Asian, and Latin American descent, primarily Americans, Chinese, and Mexicans, migrated to the Americas during the Gold Rush era.<|eot_id|>"
people,obama,Which physician contributed to Bell-Magendie law?,François Magendie,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,François Magendie contributed to the Bell-Magendie law.<|eot_id|>
people,obama,"What term measures births per 1,000 people per year?",Crude birth rate,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The term that measures births per 1,000 people per year is the birth rate.<|eot_id|>"
people,obama,Which person wrote The Crystal Goblet about typography?,Beatrice Warde,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Beatrice Warde wrote ""The Crystal Goblet"" about typography.<|eot_id|>"
people,obama,Who studied laryngoscopy and vocal cords in the 19th century?,Manuel García,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Mackenzie and Morell Mackenzie studied laryngoscopy and vocal cords in the 19th century.<|eot_id|>
people,obama,Who conducted early memory experiments with nonsense syllables?,Hermann Ebbinghaus,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Ebbinghaus conducted early memory experiments with nonsense syllables.<|eot_id|>
people,obama,Who pioneered smallpox vaccination?,Edward Jenner,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Edward Jenner pioneered smallpox vaccination.<|eot_id|>
people,obama,Which naturalist proposed instincts evolved by natural selection in humans?,Charles Darwin,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Charles Darwin proposed instincts evolved by natural selection in humans.<|eot_id|>
people,obama,"Who led the discovery of Ardi, the Ardipithecus ramidus fossil?",Tim White,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Tim White led the discovery of Ardi, the Ardipithecus ramidus fossil.<|eot_id|>"
people,obama,Which researcher identified mirror neurons related to imitation?,Giacomo Rizzolatti,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Giacomo Rizzolatti identified mirror neurons related to imitation.<|eot_id|>
people,obama,Which memory researchers proposed the multistore memory model?,Atkinson & Shiffrin,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Atkinson and Shiffrin proposed the multistore memory model.<|eot_id|>
people,obama,Which English surgeon is known for describing the Haversian canals?,Clopton Havers,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Clopton Havers.<|eot_id|>
people,obama,Who is the first person born via IVF?,Louise Brown,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Louise Brown, born on July 25, 1978.<|eot_id|>"
people,obama,Thomas Wehr studied circadian rhythms and the effect of what environmental factor on sleep?,Light exposure,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Thomas Wehr studied the effect of light on sleep.<|eot_id|>
people,obama,Which American nutritionist studied essential nutrients for children and early diets?,Mary Swartz Rose,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Elmer McCollum studied essential nutrients for children and early diets.<|eot_id|>
the_moon,obama,"In the_moon photography history, which camera brand was used on the Moon for color photos?",Hasselblad,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Hasselblad camera brand was used on the Moon for color photos.<|eot_id|>
the_moon,obama,"In the_moon, December's full moon is called which?",Cold Moon,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The full moon in December is called the Cold Moon.<|eot_id|>
the_moon,obama,"If the_moon continues to recede, it could eventually do what?",escape Earth's gravity,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,It could eventually leave the Earth's gravitational pull.<|eot_id|>
the_moon,obama,Which agency leads the_moon sustainable exploration program?,NASA,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"There is no specific ""Moon Sustainable Exploration Program"" that I'm aware of. However, NASA's Artemis program is a current initiative aimed at returning humans to the Moon by 2024 and establishing a sustainable presence on the lunar surface.<|eot_id|>"
the_moon,obama,The Moon's moonlight brightness varies mainly with which factor?,Phase,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Moon's moonlight brightness varies mainly with its phase.<|eot_id|>
the_moon,obama,The_moon: Which program leads the Lunar Gateway around the_moon?,NASA-led program,0,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Orion spacecraft, launched by NASA's Space Launch System (SLS), leads the Lunar Gateway around the Moon.<|eot_id|>"
